topology;archetype;small_cluster;d_nearest_large;d_other_large;centrality;d_small_small;d_large_large;rho_comp
0008;A;Small_cluster2;179.15244586765766;1032.785058285755;0.17346537348731575;344.5778517983854;1067.4264550209045;0.9616889407497392
0009;A;Small_cluster1;209.74658392369747;808.8782833772343;0.2593054953187296;349.25561929121614;905.9874237515032;0.8325656913160261
0009;A;Small_cluster2;209.74658392369747;808.8782833772343;0.2593054953187296;349.25561929121614;905.9874237515032;0.8325656913160261
0010;A;Small_cluster1;435.05764827132225;1129.5687297115946;0.3851537642887854;766.1928979679942;1268.805674277246;0.8805647952776141
0010;A;Small_cluster2;435.05764827132225;1129.5687297115946;0.3851537642887854;766.1928979679942;1268.805674277246;0.8805647952776141
0011;B;Small_cluster1;288.55858854949474;744.9321881978178;0.38736222319455954;161.528860591352;1017.5666358321905;0.2798891923531257
0011;B;Small_cluster2;288.55858854949474;744.9321881978178;0.38736222319455954;161.528860591352;1017.5666358321905;0.2798891923531257
0012;B;Small_cluster1;251.81531012058258;699.1878704436568;0.36015400261563146;309.5009599812329;880.5010323412716;0.6145396001399346
0012;B;Small_cluster2;251.81531012058258;699.1878704436568;0.36015400261563146;309.5009599812329;880.5010323412716;0.6145396001399346
0013;B;Small_cluster1;332.88135603070265;1059.7203415921908;0.31412188948884445;535.7485333457589;1222.9243817739189;0.80471393732298
0013;B;Small_cluster2;332.88135603070265;1059.7203415921908;0.31412188948884445;535.7485333457589;1222.9243817739189;0.80471393732298
0014;B;Small_cluster1;444.11143884062767;1026.0049259742245;0.43285507466636153;823.2316107489169;1106.5738594159484;0.9268300011569157
0014;B;Small_cluster2;444.11143884062767;1026.0049259742245;0.43285507466636153;823.2316107489169;1106.5738594159484;0.9268300011569157
0015;B;Small_cluster1;398.20847660303116;525.5072610939594;0.7577601797053618;709.3397445976734;568.8225200399756;0.8906637933084546
0015;B;Small_cluster2;398.20847660303116;525.5072610939594;0.7577601797053618;709.3397445976734;568.8225200399756;0.8906637933084546
0016;B;Small_cluster1;164.35787715017793;1371.4393390190235;0.11984334448780026;272.9930082336068;1456.1842706985772;0.83048349421113
0016;B;Small_cluster2;164.35787715017793;1371.4393390190235;0.11984334448780026;272.9930082336068;1456.1842706985772;0.83048349421113
0017;B;Small_cluster1;218.14725995063776;1044.287972152808;0.20889569330280178;192.9815742187202;1235.4676243849099;0.44231950074089393
0017;B;Small_cluster2;218.14725995063776;1044.287972152808;0.20889569330280178;192.9815742187202;1235.4676243849099;0.44231950074089393
0018;B;Small_cluster1;450.5074344575405;770.3854862895618;0.5847818299736375;783.4349966607988;440.8453481271863;0.8695028502738683
0018;B;Small_cluster2;450.5074344575405;770.3854862895618;0.5847818299736375;783.4349966607988;440.8453481271863;0.8695028502738683
0019;B;Small_cluster1;348.8969601690769;644.7789650630704;0.5411109528595569;617.3773251473904;728.689151443541;0.8847559532307285
0019;B;Small_cluster2;348.8969601690769;644.7789650630704;0.5411109528595569;617.3773251473904;728.689151443541;0.8847559532307285
0020;B;Small_cluster1;485.95551624894136;864.3239203278262;0.562237726875157;377.5472104549408;1291.248957440257;0.38845861177706437
0020;B;Small_cluster2;485.95551624894136;864.3239203278262;0.562237726875157;377.5472104549408;1291.248957440257;0.38845861177706437
0021;C;Small_cluster1;266.75547137856483;290.9450757076402;0.9168585195324542;295.71590097621083;472.60163873434067;0.554282728387878
0021;C;Small_cluster2;266.75547137856483;290.9450757076402;0.9168585195324542;295.71590097621083;472.60163873434067;0.554282728387878
0022;C;Small_cluster1;380.3568806499243;381.2009143377411;0.9977858560772784;110.25764485821128;753.5340148955584;0.14493972696091573
0022;C;Small_cluster2;380.3568806499243;381.2009143377411;0.9977858560772784;110.25764485821128;753.5340148955584;0.14493972696091573
0023;C;Small_cluster1;442.6333762705326;443.2483353625396;0.998612608231221;222.18150720000267;857.5673498213291;0.25097690223003855
0023;C;Small_cluster2;442.6333762705326;443.2483353625396;0.998612608231221;222.18150720000267;857.5673498213291;0.25097690223003855
0024;C;Small_cluster1;374.82221350073814;410.1973546583944;0.9137606794487593;672.5598260760307;400.45146085321903;0.8971717815154334
0024;C;Small_cluster2;374.82221350073814;410.1973546583944;0.9137606794487593;672.5598260760307;400.45146085321903;0.8971717815154334
0025;C;Small_cluster1;492.69767813384533;527.0059696065206;0.9348996150872998;807.8450935892761;620.6298637203872;0.8198182470121347
0025;C;Small_cluster2;492.69767813384533;527.0059696065206;0.9348996150872998;807.8450935892761;620.6298637203872;0.8198182470121347
0026;C;Small_cluster1;478.4099508076906;506.3160979961423;0.9448839424642108;120.40631910786033;977.3309981450438;0.12584010732278936
0026;C;Small_cluster2;478.4099508076906;506.3160979961423;0.9448839424642108;120.40631910786033;977.3309981450438;0.12584010732278936
0027;C;Small_cluster1;329.60085272788996;362.15824834567184;0.9101017420795934;491.8112146668136;485.34425254911184;0.7460709075786894
0027;C;Small_cluster2;329.60085272788996;362.15824834567184;0.9101017420795934;491.8112146668136;485.34425254911184;0.7460709075786894
0028;C;Small_cluster1;318.51017624139786;336.63300900762965;0.9461644215472017;172.75002030655742;631.9378606975079;0.2711844600149144
0028;C;Small_cluster2;318.51017624139786;336.63300900762965;0.9461644215472017;172.75002030655742;631.9378606975079;0.2711844600149144
0029;C;Small_cluster1;424.45205599069595;443.38816110308227;0.9572922626863194;399.90424821153283;770.1470600441098;0.4710829439595161
0029;C;Small_cluster2;424.45205599069595;443.38816110308227;0.9572922626863194;399.90424821153283;770.1470600441098;0.4710829439595161
0030;C;Small_cluster1;431.06277100741863;468.89870986035623;0.9193089295037609;659.9659411236644;610.488466732204;0.7655102522322744
0030;C;Small_cluster2;431.06277100741863;468.89870986035623;0.9193089295037609;659.9659411236644;610.488466732204;0.7655102522322744
0031;D;Small_cluster1;143.84232573211193;557.5679664577432;0.25798168902340163;439.4628598354757;660.33207597211;1.5275853529159402
0031;D;Small_cluster2;143.84232573211193;557.5679664577432;0.25798168902340163;439.4628598354757;660.33207597211;1.5275853529159402
0032;D;Small_cluster1;158.23481492698193;738.8813577434298;0.21415456388050813;624.581160210073;834.0107536874712;1.973589568447021
0032;D;Small_cluster2;158.23481492698193;738.8813577434298;0.21415456388050813;624.581160210073;834.0107536874712;1.973589568447021
0033;D;Small_cluster1;408.7717849761248;1072.6549264975877;0.38108414447024325;730.2932561375201;1346.7113531194627;0.8932774753279197
0033;D;Small_cluster2;408.7717849761248;1072.6549264975877;0.38108414447024325;730.2932561375201;1346.7113531194627;0.8932774753279197
0034;D;Small_cluster1;109.08899269998074;1044.175833545372;0.1044737765377909;951.1354834772646;1133.8056268170476;4.359447547990021
0034;D;Small_cluster2;109.08899269998074;1044.175833545372;0.1044737765377909;951.1354834772646;1133.8056268170476;4.359447547990021
0035;D;Small_cluster1;351.33743695914745;887.3726571290027;0.3959299783879541;554.9669247120619;1196.4537136256695;0.7897919013631786
0035;D;Small_cluster2;351.33743695914745;887.3726571290027;0.3959299783879541;554.9669247120619;1196.4537136256695;0.7897919013631786
0036;D;Small_cluster1;191.02337285876274;870.7240436000137;0.21938451598163694;888.7377430684865;812.0173096656799;2.3262539284278945
0036;D;Small_cluster2;191.02337285876274;870.7240436000137;0.21938451598163694;888.7377430684865;812.0173096656799;2.3262539284278945
0037;D;Small_cluster1;186.48044615983963;976.5347045625495;0.19096141211220527;987.9102286882699;930.0896435044706;2.6488306120886627
0037;D;Small_cluster2;186.48044615983963;976.5347045625495;0.19096141211220527;987.9102286882699;930.0896435044706;2.6488306120886627
0038;D;Small_cluster1;275.63191428780556;565.3311413039844;0.48755834262382414;469.6780818514526;518.7092107720673;0.8520023580452127
0038;D;Small_cluster2;275.63191428780556;565.3311413039844;0.48755834262382414;469.6780818514526;518.7092107720673;0.8520023580452127
0039;D;Small_cluster1;118.35641972720623;983.7954332415546;0.12030592512228686;966.1990593187511;987.2139733284712;4.081734905236635
0039;D;Small_cluster2;118.35641972720623;983.7954332415546;0.12030592512228686;966.1990593187511;987.2139733284712;4.081734905236635
0040;D;Small_cluster1;230.91715313494205;1014.0754199884258;0.22771201094448937;847.0867762342095;1151.0346438735723;1.8341789787681857
0040;D;Small_cluster2;230.91715313494205;1014.0754199884258;0.22771201094448937;847.0867762342095;1151.0346438735723;1.8341789787681857
