topology;archetype;label;archetype_name;d_LL_target;d_SL_target;d_SS_target;proj_residual_km;d_LL;d_SS;S1_L1;S1_L2;S2_L1;S2_L2;S1_near;S1_far;S1_centrality;S2_near;S2_far;S2_centrality;d_SL_mean;rho_comp;Large_cluster1_x;Large_cluster1_y;Large_cluster1_lon;Large_cluster1_lat;Large_cluster2_x;Large_cluster2_y;Large_cluster2_lon;Large_cluster2_lat;Small_cluster1_x;Small_cluster1_y;Small_cluster1_lon;Small_cluster1_lat;Small_cluster2_x;Small_cluster2_y;Small_cluster2_lon;Small_cluster2_lat
0011;B;B;both small near Large_cluster2 (the smaller hub);1017.5666358321905;288.55858854949474;161.528860591352;0.013059461612442647;1017.5666358321905;161.528860591352;744.9321881978178;288.55858854949474;744.9321881978178;288.55858854949474;288.55858854949474;744.9321881978178;0.38736222319455954;288.55858854949474;744.9321881978178;0.38736222319455954;288.55858854949474;0.2798891923531257;0.0;0.0;4.4777;51.9244;1017.5666358321905;0.0;19.155231503251972;51.124638404199864;740.5410669316078;80.764430295676;15.377508032427588;52.24286409559361;740.5410669316078;-80.764430295676;15.06611542981607;50.803151044454104
0012;B;B;both small near Large_cluster2 (the smaller hub);880.5010323412716;251.81531012058258;309.5009599812329;0.03355841591053377;880.5010323412716;309.5009599812329;699.1878704436568;251.81531012058258;699.1878704436568;251.81531012058258;251.81531012058258;699.1878704436568;0.36015400261563146;251.81531012058258;699.1878704436568;0.36015400261563146;251.81531012058258;0.6145396001399346;0.0;0.0;4.4777;51.9244;880.5010323412716;0.0;17.273578985630973;51.579098953924635;681.8474661668911;154.75047999061644;14.623621994278777;53.16382894542388;681.8474661668911;-154.75047999061644;14.209796587996355;50.392055280867694
0013;B;B;both small near Large_cluster2 (the smaller hub);1222.9243817739189;332.8813560307026;535.7485333457589;0.1000637184711195;1222.9243817739189;535.7485333457589;1059.7203415921908;332.88135603070265;1059.7203415921908;332.88135603070265;332.88135603070265;1059.7203415921908;0.31412188948884445;332.88135603070265;1059.7203415921908;0.31412188948884445;332.88135603070265;0.80471393732298;0.0;0.0;4.4777;51.9244;1222.9243817739189;0.0;22.125120026256912;51.03729978295526;1025.3051153869937;267.87426667287946;19.9977121173261;53.73425842950588;1025.3051153869937;-267.87426667287946;18.74246639109618;48.979397441542204
0014;B;B;both small near Large_cluster2 (the smaller hub);1106.5738594159484;444.11143884062767;823.2316107489169;0.15437103384715556;1106.5738594159484;823.2316107489169;1026.0049259742245;444.11143884062767;1026.0049259742245;444.11143884062767;444.11143884062767;1026.0049259742245;0.43285507466636153;444.11143884062767;1026.0049259742245;0.43285507466636153;444.11143884062767;0.9268300011569157;0.0;0.0;4.4777;51.9244;1106.5738594159484;0.0;20.490429138265746;51.24479703224346;939.8183531349607;411.61580537445843;19.06334048771138;55.145136306612585;939.8183531349607;-411.61580537445843;17.328312905799088;47.81887797784817
0015;B;B;both small near Large_cluster2 (the smaller hub);568.8225200399756;398.20847660303116;709.3397445976734;0.06597881401160066;568.8225200399756;709.3397445976734;525.5072610939594;398.20847660303116;525.5072610939594;398.20847660303116;398.20847660303116;525.5072610939594;0.7577601797053618;398.20847660303116;525.5072610939594;0.7577601797053618;398.20847660303116;0.8906637933084546;0.0;0.0;4.4777;51.9244;568.8225200399756;0.0;12.752955754558956;51.72343830317905;387.77205049616674;354.6698722988367;10.463647790000254;55.03404650833257;387.77205049616674;-354.6698722988367;9.840208128604361;48.665771282348025
0016;B;B;both small near Large_cluster2 (the smaller hub);1456.1842706985772;164.35787715017796;272.9930082336068;0.029794797915201343;1456.1842706985772;272.9930082336068;1371.4393390190235;164.35787715017793;1371.4393390190235;164.35787715017793;164.35787715017793;1371.4393390190235;0.11984334448780026;164.35787715017793;1371.4393390190235;0.11984334448780026;164.35787715017793;0.83048349421113;0.0;0.0;4.4777;51.9244;1456.1842706985772;0.0;25.32387186785775;50.47848663535615;1364.6298270860225;136.4965041168034;24.52809046176056;51.86961398337131;1364.6298270860225;-136.4965041168034;23.62717461238866;49.48155997234971
0017;B;B;both small near Large_cluster2 (the smaller hub);1235.4676243849099;218.14725995063782;192.9815742187202;0.021390214006714814;1235.4676243849099;192.9815742187202;1044.287972152808;218.14725995063776;1044.287972152808;218.14725995063776;218.14725995063776;1044.287972152808;0.20889569330280178;218.14725995063776;1044.287972152808;0.20889569330280178;218.14725995063776;0.44231950074089393;0.0;0.0;4.4777;51.9244;1235.4676243849099;0.0;22.30258666735223;51.02358264444647;1039.8206079829538;96.4907871093601;19.77503233623663;52.20071022576065;1039.8206079829538;-96.4907871093601;19.318869543190825;50.48866782094063
0018;B;B;both small near Large_cluster2 (the smaller hub);440.8453481271863;450.5074344575405;783.4349966607988;0.0692718113523938;440.8453481271863;783.4349966607988;770.3854862895618;450.5074344575405;770.3854862895618;450.5074344575405;450.5074344575405;770.3854862895618;0.5847818299736375;450.5074344575405;770.3854862895618;0.5847818299736375;450.5074344575405;0.8695028502738683;0.0;0.0;4.4777;51.9244;440.8453481271863;0.0;10.846272497245776;51.5153172736696;663.3635496372846;391.7174983303994;15.158180202144337;54.63325812544681;663.3635496372846;-391.7174983303994;13.021463608857225;47.71565379760778
0019;B;B;both small near Large_cluster2 (the smaller hub);728.689151443541;348.8969601690769;617.3773251473904;0.06403078135144824;728.689151443541;617.3773251473904;644.7789650630704;348.8969601690769;644.7789650630704;348.8969601690769;348.8969601690769;644.7789650630704;0.5411109528595569;348.8969601690769;644.7789650630704;0.5411109528595569;348.8969601690769;0.8847559532307285;0.0;0.0;4.4777;51.9244;728.689151443541;0.0;15.090228152072363;51.75237552833398;566.0841133491272;308.6886625736952;13.054416996469996;54.64318822196372;566.0841133491272;-308.6886625736952;12.451917896982312;49.10282138649876
0020;B;B;both small near Large_cluster2 (the smaller hub);1291.248957440257;485.9555162489414;377.5472104549408;0.08529150968797694;1291.248957440257;377.5472104549408;864.3239203278262;485.95551624894136;864.3239203278262;485.95551624894136;485.95551624894136;864.3239203278262;0.562237726875157;485.95551624894136;864.3239203278262;0.562237726875157;485.95551624894136;0.38845861177706437;0.0;0.0;4.4777;51.9244;1291.248957440257;0.0;23.093646410939172;50.951198969171756;843.4573879101929;188.7736052274704;17.09333619774658;53.30633692856996;843.4573879101929;-188.7736052274704;16.416462023384053;49.93678724318036
0021;C;C1;both small midway between the hubs;472.60163873434067;266.75547137856483;295.71590097621083;0.015208336340833739;472.60163873434067;295.71590097621083;266.75547137856483;290.9450757076402;266.75547137856483;290.9450757076402;266.75547137856483;290.9450757076402;0.9168585195324542;266.75547137856483;290.9450757076402;0.9168585195324542;266.75547137856483;0.554282728387878;0.0;0.0;4.4777;51.9244;472.60163873434067;0.0;11.362113654261062;51.81873316116795;222.02816935663205;147.85795048810542;7.764831212840243;53.254246817007456;222.02816935663205;-147.85795048810542;7.669699530653676;50.59537043105231
0022;C;C1;both small midway between the hubs;753.5340148955584;380.3568806499243;110.25764485821128;0.004604476659324064;753.5340148955584;110.25764485821128;380.3568806499243;381.2009143377411;380.3568806499243;381.2009143377411;380.3568806499243;381.2009143377411;0.9977858560772784;380.3568806499243;381.2009143377411;0.9977858560772784;380.3568806499243;0.14493972696091573;0.0;0.0;4.4777;51.9244;753.5340148955584;0.0;15.408708786698776;51.5230561821111;376.34049688456446;55.12882242910564;10.00949723747417;52.34575003273056;376.34049688456446;-55.12882242910564;9.914227855107459;51.35592075141621
0023;C;C1;both small midway between the hubs;857.5673498213291;442.6333762705326;222.18150720000267;0.020370483454598798;857.5673498213291;222.18150720000267;442.6333762705326;443.2483353625396;442.6333762705326;443.2483353625396;442.6333762705326;443.2483353625396;0.998612608231221;442.6333762705326;443.2483353625396;0.998612608231221;442.6333762705326;0.25097690223003855;0.0;0.0;4.4777;51.9244;857.5673498213291;0.0;16.89944014452102;51.40714703654852;428.4660432907545;111.09075360000134;10.830824990140465;52.82671931393936;428.4660432907545;-111.09075360000134;10.613100140654034;50.833078383145676
0024;C;C1;both small midway between the hubs;400.45146085321903;374.82221350073814;672.5598260760307;0.03983537686553973;400.45146085321903;672.5598260760307;374.82221350073814;410.1973546583944;374.82221350073814;410.1973546583944;374.82221350073814;410.1973546583944;0.9137606794487593;374.82221350073814;410.1973546583944;0.9137606794487593;374.82221350073814;0.8971717815154334;0.0;0.0;4.4777;51.9244;400.45146085321903;0.0;10.312314566282986;51.8409965086142;165.55214230186735;336.27991303801537;6.9771358029546855;54.9489166251648;165.55214230186735;-336.27991303801537;6.817073000706158;48.900883606453924
0025;C;C1;both small midway between the hubs;620.6298637203872;492.69767813384533;807.8450935892761;0.10003102468954239;620.6298637203872;807.8450935892761;492.69767813384533;527.0059696065206;492.69767813384533;527.0059696065206;492.69767813384533;527.0059696065206;0.9348996150872998;492.69767813384533;527.0059696065206;0.9348996150872998;492.69767813384533;0.8198182470121347;0.0;0.0;4.4777;51.9244;620.6298637203872;0.0;13.49991763088966;51.66840600173976;282.1304276915478;403.92254679463804;8.84946696904128;55.52351028711401;282.1304276915478;-403.92254679463804;8.370863083166277;48.26344343507317
0026;C;C2;both small midway between the hubs;977.3309981450438;478.4099508076906;120.40631910786033;0.007166667317846986;977.3309981450438;120.40631910786033;506.3160979961423;478.4099508076906;506.3160979961423;478.4099508076906;478.4099508076906;506.3160979961423;0.9448839424642108;478.4099508076906;506.3160979961423;0.9448839424642108;478.4099508076906;0.12584010732278936;0.0;0.0;4.4777;51.9244;977.3309981450438;0.0;18.594553272252345;51.213837147973116;502.72414967829343;60.20315955393016;11.869672194762977;52.31018251831861;502.72414967829343;-60.20315955393016;11.722508983079813;51.23116994850765
0027;C;C2;both small midway between the hubs;485.34425254911184;329.60085272789;491.8112146668136;0.03005754644885883;485.34425254911184;491.8112146668136;362.15824834567184;329.60085272788996;362.15824834567184;329.60085272788996;329.60085272788996;362.15824834567184;0.9101017420795934;329.60085272788996;362.15824834567184;0.9101017420795934;329.60085272788996;0.7460709075786894;0.0;0.0;4.4777;51.9244;485.34425254911184;0.0;11.54784031095554;51.81574286599369;265.87408509817885;245.9056073334068;8.466979759134638;54.12797042686954;265.87408509817885;-245.9056073334068;8.254272045521722;49.706676066965485
0028;C;C2;both small midway between the hubs;631.9378606975079;318.51017624139786;172.75002030655742;0.009007293206195754;631.9378606975079;172.75002030655742;336.63300900762965;318.51017624139786;336.63300900762965;318.51017624139786;318.51017624139786;336.63300900762965;0.9461644215472017;318.51017624139786;336.63300900762965;0.9461644215472017;318.51017624139786;0.2711844600149144;0.0;0.0;4.4777;51.9244;631.9378606975079;0.0;13.66407755578357;51.669626514772794;325.36309006178294;86.37501015327871;9.280573482815848;52.65860818886205;325.36309006178294;-86.37501015327871;9.162710827725101;51.10671159563021
0029;C;C2;both small midway between the hubs;770.1470600441098;424.45205599069595;399.90424821153283;0.04979895424071401;770.1470600441098;399.90424821153283;443.38816110308227;424.45205599069595;443.38816110308227;424.45205599069595;424.45205599069595;443.38816110308227;0.9572922626863194;424.45205599069595;443.38816110308227;0.9572922626863194;424.45205599069595;0.4710829439595161;0.0;0.0;4.4777;51.9244;770.1470600441098;0.0;15.651595911631315;51.522718075905814;395.74260507552765;199.95212410576642;10.427617968354173;53.64538529210586;395.74260507552765;-199.95212410576642;10.075713139533423;50.05528986729675
0030;C;C2;both small midway between the hubs;610.488466732204;431.06277100741863;659.9659411236644;0.06786584298504295;610.488466732204;659.9659411236644;468.89870986035623;431.06277100741863;468.89870986035623;431.06277100741863;431.06277100741863;468.89870986035623;0.9193089295037609;431.06277100741863;468.89870986035623;0.9193089295037609;431.06277100741863;0.7655102522322744;0.0;0.0;4.4777;51.9244;610.488466732204;0.0;13.355604219663745;51.69065688984382;333.13246501638884;329.9829705618322;9.582956622866154;54.84394395435347;333.13246501638884;-329.9829705618322;9.11667676615788;48.9150638583962
0031;D;D;one small cluster per hub;660.33207597211;143.84232573211193;439.4628598354757;0.00517703128963376;660.33207597211;439.4628598354757;143.84232573211193;557.5679664577432;557.5679664577432;143.84232573211193;143.84232573211193;557.5679664577432;0.25798168902340163;143.84232573211193;557.5679664577432;0.25798168902340163;143.84232573211193;1.5275853529159402;0.0;0.0;4.4777;51.9244;660.33207597211;0.0;14.071337582550031;51.63250683696471;110.43460806831717;92.16730446758311;6.095212225785957;52.75924006691188;549.8974679037929;92.16730446758311;12.605102619064896;52.561036666322686
0032;D;D;one small cluster per hub;834.0107536874712;158.23481492698193;624.581160210073;0.011288533414813173;834.0107536874712;624.581160210073;158.23481492698193;738.8813577434298;738.8813577434298;158.23481492698193;158.23481492698193;738.8813577434298;0.21415456388050813;158.23481492698193;738.8813577434298;0.21415456388050813;158.23481492698193;1.973589568447021;0.0;0.0;4.4777;51.9244;834.0107536874712;0.0;16.561527790506023;51.43223916730121;104.71479673869908;118.62996248397434;6.0102187716327;52.99830459303801;729.2959569487721;118.62996248397434;15.28791326290487;52.62010088112046
0033;D;D;one small cluster per hub;1346.7113531194627;408.77178497612476;730.2932561375201;0.0789596620455768;1346.7113531194627;730.2932561375201;408.7717849761248;1072.6549264975877;1072.6549264975877;408.7717849761248;408.7717849761248;1072.6549264975877;0.38108414447024325;408.7717849761248;1072.6549264975877;0.38108414447024325;408.7717849761248;0.8932774753279197;0.0;0.0;4.4777;51.9244;1346.7113531194627;0.0;23.866333789398634;50.850187450968015;308.2090484909713;268.51732648165796;9.039517302077451;54.381801147732624;1038.5023046284914;268.51732648165796;20.19308171879528;53.76150672891243
0034;D;D;one small cluster per hub;1133.8056268170476;109.08899269998074;951.1354834772646;0.004079026847875866;1133.8056268170476;951.1354834772646;109.08899269998074;1044.175833545372;1044.175833545372;109.08899269998074;109.08899269998074;1044.175833545372;0.1044737765377909;109.08899269998074;1044.175833545372;0.1044737765377909;109.08899269998074;4.359447547990021;0.0;0.0;4.4777;51.9244;1133.8056268170476;0.0;20.78156149418649;50.9104892518956;91.33507166989148;59.65159688853466;5.81422067472067;52.46414184310292;1042.4705551471561;59.65159688853466;19.66891334388657;51.601593528776455
0035;D;D;one small cluster per hub;1196.4537136256695;351.33743695914745;554.9669247120619;0.01887529559860468;1196.4537136256695;554.9669247120619;351.33743695914745;887.3726571290027;887.3726571290027;351.33743695914745;351.33743695914745;887.3726571290027;0.3959299783879541;351.33743695914745;887.3726571290027;0.3959299783879541;351.33743695914745;0.7897919013631786;0.0;0.0;4.4777;51.9244;1196.4537136256695;0.0;21.653076724615524;50.789567846982536;320.7433944568038;143.3934082214035;9.261770853536346;53.15821531140092;875.7103191688657;143.3934082214035;17.48787981152457;52.61285475397805
0036;D;D;one small cluster per hub;812.0173096656799;191.02337285876274;888.7377430684865;0.030416305329822535;812.0173096656799;888.7377430684865;191.02337285876274;870.7240436000137;870.7240436000137;191.02337285876274;191.02337285876274;870.7240436000137;0.21938451598163694;191.02337285876274;870.7240436000137;0.21938451598163694;191.02337285876274;2.3262539284278945;0.0;0.0;4.4777;51.9244;812.0173096656799;0.0;16.24492566053786;51.45117446923776;-38.36021670140326;187.13209973962051;3.8480203976519483;53.599483127798706;850.3775263670832;187.13209973962051;17.22073401202714;53.061883734192236
0037;D;D;one small cluster per hub;930.0896435044706;186.48044615983963;987.9102286882699;0.033223467391167105;930.0896435044706;987.9102286882699;186.48044615983963;976.5347045625495;976.5347045625495;186.48044615983963;186.48044615983963;976.5347045625495;0.19096141211220527;186.48044615983963;976.5347045625495;0.19096141211220527;186.48044615983963;2.6488306120886627;0.0;0.0;4.4777;51.9244;930.0896435044706;0.0;17.903330485285856;51.20797572574324;-28.910292591899633;184.2258173607152;4.0181605358978585;53.57818473065428;958.9999360963702;184.2258173607152;18.81213223297598;52.78891865184834
0038;D;D;one small cluster per hub;518.7092107720673;275.63191428780556;469.6780818514526;0.03329708049511737;518.7092107720673;469.6780818514526;275.63191428780556;565.3311413039844;565.3311413039844;275.63191428780556;275.63191428780556;565.3311413039844;0.48755834262382414;275.63191428780556;565.3311413039844;0.48755834262382414;275.63191428780556;0.8520023580452127;0.0;0.0;4.4777;51.9244;518.7092107720673;0.0;12.029142513641043;51.77989223721023;24.51556446030736;274.5395040302082;4.763914404219551;54.397129558374374;494.19364631175995;274.5395040302082;12.00605375457255;54.258524593082726
0039;D;D;one small cluster per hub;987.2139733284712;118.35641972720623;966.1990593187511;0.013917071756054611;987.2139733284712;966.1990593187511;118.35641972720623;983.7954332415546;983.7954332415546;118.35641972720623;118.35641972720623;983.7954332415546;0.12030592512228686;118.35641972720623;983.7954332415546;0.12030592512228686;118.35641972720623;4.081734905236635;0.0;0.0;4.4777;51.9244;987.2139733284712;0.0;18.690002329076588;51.05255956245382;10.507457004860044;117.88908108019857;4.634200509669248;52.984509308600266;976.7065163236111;117.88908108019857;18.874668328335893;52.110746670219754
0040;D;D;one small cluster per hub;1151.0346438735723;230.91715313494205;847.0867762342095;0.033223871949871864;1151.0346438735723;847.0867762342095;230.91715313494205;1014.0754199884258;1014.0754199884258;230.91715313494205;230.91715313494205;1014.0754199884258;0.22771201094448937;230.91715313494205;1014.0754199884258;0.22771201094448937;230.91715313494205;1.8341789787681857;0.0;0.0;4.4777;51.9244;1151.0346438735723;0.0;21.105977538075983;51.138586964310534;151.9739338196814;173.8581463472948;6.67033343290865;53.52114503956273;999.060710053891;173.8581463472948;19.370736934390447;52.91992441173642
