topology;economy;slot;archetype;small_cluster;d_nearest_large;d_other_large;centrality;d_small_small;d_large_large;rho_comp
0039;5;C_near;C;Small_cluster2;315.04226848483086;333.2613869715165;0.9453308447994822;445.1367578469217;471.0137859918177;0.7064714839500256
0040;5;C_far;C;Small_cluster1;443.2992123067379;467.95447138931706;0.9473126968754465;740.937702357769;529.3401598930359;0.8357083452756985
0040;5;C_far;C;Small_cluster2;443.2992123067379;467.95447138931706;0.9473126968754465;740.937702357769;529.3401598930359;0.8357083452756985
0041;6;A_near;A;Small_cluster1;351.1877931654453;783.5776039745397;0.4481850826058784;362.24046470597386;461.478482093662;0.5157361271599232
0041;6;A_near;A;Small_cluster2;351.1877931654453;783.5776039745397;0.4481850826058784;362.24046470597386;461.478482093662;0.5157361271599232
0042;6;A_far;A;Small_cluster1;486.74366585910326;955.6789101963238;0.5093171573275717;115.21511226892471;470.6184304319322;0.11835296517477005
0042;6;A_far;A;Small_cluster2;486.74366585910326;955.6789101963238;0.5093171573275717;115.21511226892471;470.6184304319322;0.11835296517477005
0043;6;B_near;B;Small_cluster1;351.1877931654453;783.5776039745397;0.4481850826058784;362.24046470597386;461.478482093662;0.5157361271599232
0043;6;B_near;B;Small_cluster2;351.1877931654453;783.5776039745397;0.4481850826058784;362.24046470597386;461.478482093662;0.5157361271599232
0044;6;B_far;B;Small_cluster1;486.74366585910326;955.6789101963238;0.5093171573275717;115.21511226892471;470.6184304319322;0.11835296517477005
0044;6;B_far;B;Small_cluster2;486.74366585910326;955.6789101963238;0.5093171573275717;115.21511226892471;470.6184304319322;0.11835296517477005
0045;6;D_near;D;Small_cluster1;344.1159039735794;525.3071206720633;0.6550756508560689;357.1425199508667;441.0895003005862;0.5189276575521011
0045;6;D_near;D;Small_cluster2;344.1159039735794;525.3071206720633;0.6550756508560689;357.1425199508667;441.0895003005862;0.5189276575521011
0046;6;D_far;D;Small_cluster1;496.79918102920055;931.3692236663161;0.5334073409399986;796.3215659372509;779.3826402164996;0.8014521725735747
0046;6;D_far;D;Small_cluster2;496.79918102920055;931.3692236663161;0.5334073409399986;796.3215659372509;779.3826402164996;0.8014521725735747
0047;6;C_near;C;Small_cluster1;295.2793315052986;315.34768844442476;0.9363611731605799;452.8618710115552;409.0067927725613;0.7668363862497922
0047;6;C_near;C;Small_cluster2;295.2793315052986;315.34768844442476;0.9363611731605799;452.8618710115552;409.0067927725613;0.7668363862497922
0048;6;C_far;C;Small_cluster1;437.6919556409121;480.3912202028651;0.9111156433210386;200.84052542224526;895.7945878617465;0.2294313647233413
0048;6;C_far;C;Small_cluster2;437.6919556409121;480.3912202028651;0.9111156433210386;200.84052542224526;895.7945878617465;0.2294313647233413
0049;7;A_near;A;Small_cluster1;129.63079921901226;617.3788727945716;0.20996960688375543;225.51413848996162;670.9476685151458;0.8698324003578567
0049;7;A_near;A;Small_cluster2;129.63079921901226;617.3788727945716;0.20996960688375543;225.51413848996162;670.9476685151458;0.8698324003578567
0050;7;A_far;A;Small_cluster1;376.4400936663151;772.4494810046214;0.48733296212035765;565.1730476878583;470.2034422196448;0.750681260042455
0050;7;A_far;A;Small_cluster2;376.4400936663151;772.4494810046214;0.48733296212035765;565.1730476878583;470.2034422196448;0.750681260042455
0051;7;B_near;B;Small_cluster1;129.6307992190123;617.3788727945716;0.2099696068837555;225.51413848996162;670.9476685151458;0.8698324003578565
0051;7;B_near;B;Small_cluster2;129.6307992190123;617.3788727945716;0.2099696068837555;225.51413848996162;670.9476685151458;0.8698324003578565
0052;7;B_far;B;Small_cluster1;376.44009366631514;772.4494810046214;0.48733296212035776;565.1730476878583;470.2034422196448;0.7506812600424548
0052;7;B_far;B;Small_cluster2;376.44009366631514;772.4494810046214;0.48733296212035776;565.1730476878583;470.2034422196448;0.7506812600424548
0053;7;D_near;D;Small_cluster1;203.96779589354992;473.67314827958336;0.4306087364976806;364.82645366340876;500.95980651676655;0.8943236653246242
0053;7;D_near;D;Small_cluster2;203.96779589354992;473.67314827958336;0.4306087364976806;364.82645366340876;500.95980651676655;0.8943236653246242
0054;7;D_far;D;Small_cluster1;396.6093469411135;728.0185247141869;0.5447791965140152;579.1556899435818;643.5437045991421;0.7301336874816163
0054;7;D_far;D;Small_cluster2;396.6093469411135;728.0185247141869;0.5447791965140152;579.1556899435818;643.5437045991421;0.7301336874816163
0055;7;C_near;C;Small_cluster1;393.0591356009245;424.9832424421877;0.9248814926023677;574.0298175252974;581.9695681333542;0.7302079579548478
0055;7;C_near;C;Small_cluster2;393.0591356009245;424.9832424421877;0.9248814926023677;574.0298175252974;581.9695681333542;0.7302079579548478
0056;7;C_far;C;Small_cluster1;480.62840178608894;494.75525114835364;0.9714467924706701;858.1855433993042;462.8218271769583;0.8927744804615737
0056;7;C_far;C;Small_cluster2;480.62840178608894;494.75525114835364;0.9714467924706701;858.1855433993042;462.8218271769583;0.8927744804615737
0057;8;A_near;A;Small_cluster1;317.659954726696;467.15779710302274;0.6799842723306664;299.58325158804655;722.6172035560012;0.4715470853822257
0057;8;A_near;A;Small_cluster2;317.659954726696;467.15779710302274;0.6799842723306664;299.58325158804655;722.6172035560012;0.4715470853822257
0058;8;A_far;A;Small_cluster1;464.24429900944233;943.5348191394341;0.4920266741537569;409.3259667046368;1337.7669137902558;0.4408519044585095
0058;8;A_far;A;Small_cluster2;464.24429900944233;943.5348191394341;0.4920266741537569;409.3259667046368;1337.7669137902558;0.4408519044585095
0059;8;B_near;B;Small_cluster1;317.659954726696;467.15779710302274;0.6799842723306664;299.58325158804655;722.6172035560012;0.4715470853822257
0059;8;B_near;B;Small_cluster2;317.659954726696;467.15779710302274;0.6799842723306664;299.58325158804655;722.6172035560012;0.4715470853822257
0060;8;B_far;B;Small_cluster1;464.2442990094424;943.5348191394341;0.49202667415375695;409.3259667046368;1337.7669137902558;0.44085190445850947
0060;8;B_far;B;Small_cluster2;464.2442990094424;943.5348191394341;0.49202667415375695;409.3259667046368;1337.7669137902558;0.44085190445850947
0061;8;D_near;D;Small_cluster1;131.06435723602772;559.7086148876646;0.23416533844549237;520.1288517564535;569.2740689963102;1.984249809503043
0061;8;D_near;D;Small_cluster2;131.06435723602772;559.7086148876646;0.23416533844549237;520.1288517564535;569.2740689963102;1.984249809503043
0062;8;D_far;D;Small_cluster1;359.28298383951187;762.9383106945918;0.47092009773688603;713.7959205545485;634.6220122650266;0.9933617129963968
0062;8;D_far;D;Small_cluster2;359.28298383951187;762.9383106945918;0.47092009773688603;713.7959205545485;634.6220122650266;0.9933617129963968
0063;8;C_near;C;Small_cluster1;290.112554654479;300.824738890163;0.9643906140325939;365.49112517386675;464.2757478170097;0.6299126309944821
0063;8;C_near;C;Small_cluster2;290.112554654479;300.824738890163;0.9643906140325939;365.49112517386675;464.2757478170097;0.6299126309944821
0064;8;C_far;C;Small_cluster1;435.83526872098446;446.4586144283677;0.9762053069107312;539.9164103902876;697.7572488598526;0.6194042212035099
0064;8;C_far;C;Small_cluster2;435.83526872098446;446.4586144283677;0.9762053069107312;539.9164103902876;697.7572488598526;0.6194042212035099
0065;9;A_near;A;Small_cluster1;339.5645793527365;763.124001732226;0.44496645182428285;304.98008327558637;444.33436365798116;0.44907523019174495
0065;9;A_near;A;Small_cluster2;339.5645793527365;763.124001732226;0.44496645182428285;304.98008327558637;444.33436365798116;0.44907523019174495
0066;9;A_far;A;Small_cluster1;477.9493607580662;1193.0421774953652;0.4006139680337688;290.06982585415244;728.781199734658;0.30345246763598377
0066;9;A_far;A;Small_cluster2;477.9493607580662;1193.0421774953652;0.4006139680337688;290.06982585415244;728.781199734658;0.30345246763598377
0067;9;B_near;B;Small_cluster1;339.5645793527365;763.124001732226;0.44496645182428285;304.98008327558637;444.33436365798116;0.44907523019174495
0067;9;B_near;B;Small_cluster2;339.5645793527365;763.124001732226;0.44496645182428285;304.98008327558637;444.33436365798116;0.44907523019174495
0068;9;B_far;B;Small_cluster1;477.94936075806623;1193.0421774953652;0.40061396803376886;290.06982585415244;728.781199734658;0.30345246763598377
0068;9;B_far;B;Small_cluster2;477.94936075806623;1193.0421774953652;0.40061396803376886;290.06982585415244;728.781199734658;0.30345246763598377
0069;9;D_near;D;Small_cluster1;324.26616959273815;876.673467762203;0.36988249504169446;577.0288499072194;1149.6961034834385;0.8897456842814321
0069;9;D_near;D;Small_cluster2;324.26616959273815;876.673467762203;0.36988249504169446;577.0288499072194;1149.6961034834385;0.8897456842814321
0070;9;D_far;D;Small_cluster1;481.176583096385;767.9340785282137;0.6265857923880463;333.4185488522053;1074.3008932098746;0.3464617362576618
0070;9;D_far;D;Small_cluster2;481.176583096385;767.9340785282137;0.6265857923880463;333.4185488522053;1074.3008932098746;0.3464617362576618
0071;9;C_near;C;Small_cluster1;417.7393440157175;443.7711005063939;0.9413396761056068;546.9524933956563;665.2702207677066;0.6546576247018251
0071;9;C_near;C;Small_cluster2;417.7393440157175;443.7711005063939;0.9413396761056068;546.9524933956563;665.2702207677066;0.6546576247018251
0072;9;C_far;C;Small_cluster1;496.42606861889357;531.5363724099163;0.9339456232659352;381.7896520718932;954.3300673365593;0.38453827891640524
0072;9;C_far;C;Small_cluster2;496.42606861889357;531.5363724099163;0.9339456232659352;381.7896520718932;954.3300673365593;0.38453827891640524
0073;10;A_near;A;Small_cluster1;342.20270626246923;932.0245931086973;0.36716059725535577;266.3433971814811;607.2345697320998;0.3891602730008744
0073;10;A_near;A;Small_cluster2;342.20270626246923;932.0245931086973;0.36716059725535577;266.3433971814811;607.2345697320998;0.3891602730008744
0074;10;A_far;A;Small_cluster1;480.10552152991295;1076.0389405092224;0.44617857538009625;811.3930559717119;1253.3620053902268;0.8450153347394466
0074;10;A_far;A;Small_cluster2;480.10552152991295;1076.0389405092224;0.44617857538009625;811.3930559717119;1253.3620053902268;0.8450153347394466
0075;10;B_near;B;Small_cluster1;342.20270626246923;932.0245931086973;0.36716059725535577;266.3433971814811;607.2345697320998;0.3891602730008744
0075;10;B_near;B;Small_cluster2;342.20270626246923;932.0245931086973;0.36716059725535577;266.3433971814811;607.2345697320998;0.3891602730008744
0076;10;B_far;B;Small_cluster1;480.105521529913;1076.0389405092224;0.44617857538009625;811.3930559717119;1253.3620053902268;0.8450153347394465
0076;10;B_far;B;Small_cluster2;480.105521529913;1076.0389405092224;0.44617857538009625;811.3930559717119;1253.3620053902268;0.8450153347394465
0077;10;D_near;D;Small_cluster1;246.98209427297115;663.2465006149313;0.3723835618340705;435.52707182243466;869.9706406332552;0.8816976653803061
0077;10;D_near;D;Small_cluster2;246.98209427297115;663.2465006149313;0.3723835618340705;435.52707182243466;869.9706406332552;0.8816976653803061
0078;10;D_far;D;Small_cluster1;424.2620434612036;609.2746021352848;0.6963396175949567;193.665942363441;987.3561502434313;0.2282385913944605
0078;10;D_far;D;Small_cluster2;424.2620434612036;609.2746021352848;0.6963396175949567;193.665942363441;987.3561502434313;0.2282385913944605
0079;10;C_near;C;Small_cluster1;275.6118446588516;291.48874913384765;0.9455316731017102;344.13774320855737;450.58303410187364;0.6243159535369862
0079;10;C_near;C;Small_cluster2;275.6118446588516;291.48874913384765;0.9455316731017102;344.13774320855737;450.58303410187364;0.6243159535369862
0080;10;C_far;C;Small_cluster1;432.70141109824175;471.1805671472805;0.9183345860759766;196.714966930449;882.1746360510588;0.22731029052015997
0080;10;C_far;C;Small_cluster2;432.70141109824175;471.1805671472805;0.9183345860759766;196.714966930449;882.1746360510588;0.22731029052015997
0081;11;A_near;A;Small_cluster1;158.9894637465477;597.3425574763917;0.26616128678029327;315.09143207222223;597.5697102025151;0.9909192239761364
0081;11;A_near;A;Small_cluster2;158.9894637465477;597.3425574763917;0.26616128678029327;315.09143207222223;597.5697102025151;0.9909192239761364
0082;11;A_far;A;Small_cluster1;385.0443210452795;624.0626205963093;0.6169962890540678;706.1629387550056;668.1740390136838;0.916989162232007
0082;11;A_far;A;Small_cluster2;385.0443210452795;624.0626205963093;0.6169962890540678;706.1629387550056;668.1740390136838;0.916989162232007
0083;11;B_near;B;Small_cluster1;158.9894637465477;597.3425574763917;0.26616128678029327;315.09143207222223;597.5697102025151;0.9909192239761364
0083;11;B_near;B;Small_cluster2;158.9894637465477;597.3425574763917;0.26616128678029327;315.09143207222223;597.5697102025151;0.9909192239761364
0084;11;B_far;B;Small_cluster1;385.0443210452795;624.0626205963093;0.6169962890540678;706.1629387550056;668.1740390136838;0.916989162232007
0084;11;B_far;B;Small_cluster2;385.0443210452795;624.0626205963093;0.6169962890540678;706.1629387550056;668.1740390136838;0.916989162232007
0085;11;D_near;D;Small_cluster1;102.1961908787489;512.6569271860353;0.199346162041937;506.5993092022836;498.17095873877406;2.4785625806902165
0085;11;D_near;D;Small_cluster2;102.1961908787489;512.6569271860353;0.199346162041937;506.5993092022836;498.17095873877406;2.4785625806902165
0086;11;D_far;D;Small_cluster1;348.4538648277521;635.8512576274252;0.5480115996435245;421.48970160633326;671.1592829786241;0.6047998661382107
0086;11;D_far;D;Small_cluster2;348.4538648277521;635.8512576274252;0.5480115996435245;421.48970160633326;671.1592829786241;0.6047998661382107
0087;11;C_near;C;Small_cluster1;225.61674676835534;232.5067649353693;0.9703663754947982;145.82739006727934;434.28811905905604;0.32317501283936795
0087;11;C_near;C;Small_cluster2;225.61674676835534;232.5067649353693;0.9703663754947982;145.82739006727934;434.28811905905604;0.32317501283936795
0088;11;C_far;C;Small_cluster1;423.7702324986458;455.63165558361084;0.930071972185176;727.0966396667063;492.3975359648466;0.8578901771598951
0088;11;C_far;C;Small_cluster2;423.7702324986458;455.63165558361084;0.930071972185176;727.0966396667063;492.3975359648466;0.8578901771598951
0089;12;A_near;A;Small_cluster1;212.02667243778706;359.97929762017355;0.5889968502063795;124.39909148961306;557.2630767710507;0.29335717544242995
0089;12;A_near;A;Small_cluster2;212.02667243778706;359.97929762017355;0.5889968502063795;124.39909148961306;557.2630767710507;0.29335717544242995
0090;12;A_far;A;Small_cluster1;405.8797065168619;1149.2980153990866;0.3531544482619877;511.7758493870497;1435.5046807788312;0.6304526207764324
0090;12;A_far;A;Small_cluster2;405.8797065168619;1149.2980153990866;0.3531544482619877;511.7758493870497;1435.5046807788312;0.6304526207764324
0091;12;B_near;B;Small_cluster1;212.02667243778706;359.97929762017355;0.5889968502063795;124.39909148961306;557.2630767710507;0.29335717544242995
0091;12;B_near;B;Small_cluster2;212.02667243778706;359.97929762017355;0.5889968502063795;124.39909148961306;557.2630767710507;0.29335717544242995
0092;12;B_far;B;Small_cluster1;405.8797065168619;1149.2980153990866;0.3531544482619877;511.7758493870497;1435.5046807788312;0.6304526207764324
0092;12;B_far;B;Small_cluster2;405.8797065168619;1149.2980153990866;0.3531544482619877;511.7758493870497;1435.5046807788312;0.6304526207764324
0093;12;D_near;D;Small_cluster1;116.70792140066624;959.0585967030897;0.12169008421577944;895.2106937766075;1012.2451164759696;3.8352610646850964
0093;12;D_near;D;Small_cluster2;116.70792140066624;959.0585967030897;0.12169008421577944;895.2106937766075;1012.2451164759696;3.8352610646850964
0094;12;D_far;D;Small_cluster1;353.62251177430153;623.5846662153211;0.5670801912441464;428.58488876372576;615.5348964035511;0.6059920883052671
0094;12;D_far;D;Small_cluster2;353.62251177430153;623.5846662153211;0.5670801912441464;428.58488876372576;615.5348964035511;0.6059920883052671
0095;12;C_near;C;Small_cluster1;314.69504088163376;319.5467985616989;0.9848167539092765;238.74190906062722;587.5892489217222;0.3793226426317045
0095;12;C_near;C;Small_cluster2;314.69504088163376;319.5467985616989;0.9848167539092765;238.74190906062722;587.5892489217222;0.3793226426317045
0096;12;C_far;C;Small_cluster1;443.1996889412403;449.81087674301494;0.9853022944895311;211.34156314656138;867.6404904574156;0.238427021069707
0096;12;C_far;C;Small_cluster2;443.1996889412403;449.81087674301494;0.9853022944895311;211.34156314656138;867.6404904574156;0.238427021069707
0097;13;A_near;A;Small_cluster1;206.18324391543865;1194.8047485099314;0.17256647512706536;141.57689595595002;1386.3564325496554;0.34332784097143837
0097;13;A_near;A;Small_cluster2;206.18324391543865;1194.8047485099314;0.17256647512706536;141.57689595595002;1386.3564325496554;0.34332784097143837
0098;13;A_far;A;Small_cluster1;402.7411602437496;1069.9370517508312;0.37641575229562263;207.77125461027026;1453.9938069880009;0.2579463873080685
0098;13;A_far;A;Small_cluster2;402.7411602437496;1069.9370517508312;0.37641575229562263;207.77125461027026;1453.9938069880009;0.2579463873080685
0099;13;B_near;B;Small_cluster1;206.18324391543874;1194.8047485099314;0.1725664751270654;141.57689595595002;1386.3564325496554;0.34332784097143826
0099;13;B_near;B;Small_cluster2;206.18324391543874;1194.8047485099314;0.1725664751270654;141.57689595595002;1386.3564325496554;0.34332784097143826
0100;13;B_far;B;Small_cluster1;402.74116024374956;1069.9370517508312;0.3764157522956226;207.77125461027026;1453.9938069880009;0.25794638730806857
0100;13;B_far;B;Small_cluster2;402.74116024374956;1069.9370517508312;0.3764157522956226;207.77125461027026;1453.9938069880009;0.25794638730806857
0101;13;D_near;D;Small_cluster1;292.1668071299791;483.3717911954074;0.6044349555596388;311.9975014589727;475.28215656057;0.5339372814519812
