topology;economy;slot;archetype;label;archetype_name;d_LL_target;d_SL_target;d_SS_target;proj_residual_km;d_LL;d_SS;S1_L1;S1_L2;S2_L1;S2_L2;S1_near;S1_far;S1_centrality;S2_near;S2_far;S2_centrality;d_SL_mean;rho_comp;Large_cluster1_x;Large_cluster1_y;Large_cluster1_lon;Large_cluster1_lat;Large_cluster2_x;Large_cluster2_y;Large_cluster2_lon;Large_cluster2_lat;Small_cluster1_x;Small_cluster1_y;Small_cluster1_lon;Small_cluster1_lat;Small_cluster2_x;Small_cluster2_y;Small_cluster2_lon;Small_cluster2_lat
0011;2;B_near;B;B;both small near Large_cluster2 (the smaller hub);422.01306130737066;287.0258752256632;531.1171387322247;0.025005091833577353;422.01306130737066;531.1171387322247;410.55046747207086;287.0258752256632;410.55046747207086;287.0258752256632;287.0258752256632;410.55046747207086;0.6991244632919317;287.0258752256632;410.55046747207086;0.6991244632919317;287.0258752256632;0.9252077679663098;0.0;0.0;4.4777;51.9244;422.01306130737066;0.0;10.627756500459615;51.85153332083909;313.0979600344908;265.55856936611235;9.206151333846057;54.287353794356896;313.0979600344908;-265.55856936611235;8.898065534251714;49.51444895670309
0012;2;B_far;B;B;both small near Large_cluster2 (the smaller hub);1385.1172919385135;445.2918488532305;660.1597365923226;0.19701002328997674;1385.1172919385135;660.1597365923226;1135.2769667874318;445.2918488532304;1135.2769667874318;445.2918488532304;445.2918488532304;1135.2769667874318;0.39223190629270155;445.2918488532304;1135.2769667874318;0.39223190629270155;445.2918488532304;0.7412663608063409;0.0;0.0;4.4777;51.9244;1385.1172919385135;0.0;24.368288366817126;50.68065042012735;1086.2325127999347;330.0798682961613;21.091178566161098;54.15039660842121;1086.2325127999347;-330.0798682961613;19.402984746417367;48.30658019563906
0013;2;D_near;D;D;one small cluster per hub;956.56433776021;192.75158382952213;681.9165982306004;0.016579556277406482;956.56433776021;681.9165982306004;192.75158382952213;830.3314231455647;830.3314231455647;192.75158382952213;192.75158382952213;830.3314231455647;0.23213812997624084;192.75158382952213;830.3314231455647;0.23213812997624084;192.75158382952213;1.7689001166229508;0.0;0.0;4.4777;51.9244;956.56433776021;0.0;18.298321029218844;51.23826210351632;137.32386976480484;135.26022276193478;6.503965895478939;53.143420489034696;819.2404679954052;135.26022276193478;16.642622482984507;52.639405962807196
0014;2;D_far;D;D;one small cluster per hub;580.6667136028409;390.3694089502096;689.1383504495025;0.08221370117416882;580.6667136028409;689.1383504495025;390.3694089502096;743.3357092305814;743.3357092305814;390.3694089502096;390.3694089502096;743.3357092305814;0.525158961291227;390.3694089502096;743.3357092305814;0.525158961291227;390.3694089502096;0.8826746341404532;0.0;0.0;4.4777;51.9244;580.6667136028409;0.0;12.920955124806015;51.704750117317126;-54.235818423330784;386.583434001106;3.5128439614507667;55.38789786941997;634.9025320261717;386.583434001106;14.383661455316833;55.10522069154168
0015;2;C_near;C;C2;both small midway between the hubs;549.6099883690476;370.9126625210047;543.5247241519392;0.04179968193818695;549.6099883690476;543.5247241519392;402.7035118083057;370.9126625210046;402.7035118083057;370.9126625210046;370.9126625210046;402.7035118083057;0.9210564389057673;370.9126625210046;402.7035118083057;0.9210564389057673;370.9126625210046;0.7326855875689599;0.0;0.0;4.4777;51.9244;549.6099883690476;0.0;12.477837800262556;51.75800434900352;297.1789645678708;271.7623620759696;8.971397255046597;54.34414899042586;297.1789645678708;-271.7623620759696;8.667670773811599;49.4593201414973
0016;2;C_far;C;C1;both small midway between the hubs;722.852705232799;468.4733845293522;638.4638155810535;0.08476451069532231;722.852705232799;638.4638155810535;468.4733845293522;496.28375887053056;468.4733845293522;496.28375887053056;468.4733845293522;496.28375887053056;0.9439627554919977;468.4733845293522;496.28375887053056;0.9439627554919977;468.4733845293522;0.6814301907700485;0.0;0.0;4.4777;51.9244;722.852705232799;0.0;14.972118357222723;51.56920924000852;342.8677603111831;319.23190779052675;9.72953990391893;54.73982130727845;342.8677603111831;-319.23190779052675;9.25192046145319;49.00484271192226
0017;3;A_near;A;A;both small near Large_cluster1 (the larger hub);630.2923874929547;232.31356106698513;249.1454677656293;0.016361937120564107;630.2923874929547;249.1454677656293;232.31356106698513;451.7191825421582;232.31356106698513;451.7191825421582;232.31356106698513;451.7191825421582;0.5142875707858692;232.31356106698513;451.7191825421582;0.5142875707858692;232.31356106698513;0.5362266985649428;0.0;0.0;4.4777;51.9244;630.2923874929547;0.0;13.641870510639704;51.679368179009636;196.08983815737437;124.57273388281465;7.373766566796572;53.04476041794734;196.08983815737437;-124.57273388281465;7.302820141528846;50.80450046921633
0018;3;A_far;A;A;both small near Large_cluster1 (the larger hub);1283.5301318205893;415.44183529913425;412.3430830426514;0.09562200824689171;1283.5301318205893;412.3430830426514;415.44183529913425;945.6064064112295;415.44183529913425;945.6064064112295;415.44183529913425;945.6064064112295;0.43933906589721755;415.44183529913425;945.6064064112295;0.43933906589721755;415.44183529913425;0.4962705341720681;0.0;0.0;4.4777;51.9244;1283.5301318205893;0.0;22.860809053778347;50.61723390654838;360.6732787211069;206.1715415213257;9.916692046093585;53.70162890779783;360.6732787211069;-206.1715415213257;9.563108035547726;49.999421429828146
0019;3;B_near;B;B;both small near Large_cluster2 (the smaller hub);630.2923874929547;232.31356106698513;249.1454677656293;0.016361937087140177;630.2923874929547;249.1454677656293;451.7191825421582;232.31356106698516;451.7191825421582;232.31356106698516;232.31356106698516;451.7191825421582;0.5142875707858692;232.31356106698516;451.7191825421582;0.5142875707858692;232.31356106698516;0.5362266985649426;0.0;0.0;4.4777;51.9244;630.2923874929547;0.0;13.643594509250098;51.68949720663902;434.20254933558033;124.57273388281465;10.925688560692526;52.95677260373072;434.20254933558033;-124.57273388281465;10.68878357498943;50.72086854629235
0020;3;B_far;B;B;both small near Large_cluster2 (the smaller hub);1283.5301318205893;415.44183529913425;412.3430830426514;0.09562200847949498;1283.5301318205893;412.3430830426514;945.6064064112295;415.4418352991343;945.6064064112295;415.4418352991343;415.4418352991343;945.6064064112295;0.4393390658972176;415.4418352991343;945.6064064112295;0.4393390658972176;415.4418352991343;0.49627053417206807;0.0;0.0;4.4777;51.9244;1283.5301318205893;0.0;22.97962485451041;50.946766784514466;922.8568530994824;206.1715415213257;18.31536871330975;53.34960212894178;922.8568530994824;-206.1715415213257;17.475812602438882;49.67788537910888
0021;3;D_near;D;D;one small cluster per hub;740.7886678352952;280.5931940674782;466.03976590558887;0.03552865842397068;740.7886678352952;466.03976590558887;280.5931940674782;651.1294171671739;651.1294171671739;280.5931940674782;280.5931940674782;651.1294171671739;0.4309330628744077;280.5931940674782;651.1294171671739;0.4309330628744077;280.5931940674782;0.8304545080903027;0.0;0.0;4.4777;51.9244;740.7886678352952;0.0;15.22856436759847;51.5518665626012;137.37445096485317;244.66467006720572;6.514356567799217;54.130750674824476;603.414216870442;244.66467006720572;13.636181782983362;53.88372121077398
0022;3;D_far;D;D;one small cluster per hub;838.4886949323118;447.80776388943195;569.3806566298008;0.10788711726911515;838.4886949323118;569.3806566298008;447.80776388943195;823.377821596427;823.377821596427;447.80776388943195;447.80776388943195;823.377821596427;0.5438666820308428;447.80776388943195;823.377821596427;0.5438666820308428;447.80776388943195;0.6357422788792764;0.0;0.0;4.4777;51.9244;838.4886949323118;0.0;16.684070252327828;51.70807601992097;134.5540191512555;427.11474960471315;6.2357254335338705;55.81576865547448;703.9346757810563;427.11474960471315;15.330852638097113;55.654433200525624
0023;3;C_near;C;C1;both small midway between the hubs;443.89618588611484;419.60541419684887;723.5096427612007;0.053114082353772574;443.89618588611484;723.5096427612007;419.60541419684887;429.37254841392735;419.60541419684887;429.37254841392735;419.60541419684887;429.37254841392735;0.9772525415209762;419.60541419684887;429.37254841392735;0.9772525415209762;419.60541419684887;0.8621309667155316;0.0;0.0;4.4777;51.9244;443.89618588611484;0.0;10.940389633904807;51.79142484418;212.60797922749524;361.75482138060033;7.756757970908368;55.15675186295241;212.60797922749524;-361.75482138060033;7.422659299708302;48.652840622866655
0024;3;C_far;C;C2;both small midway between the hubs;732.7944503165781;497.3949182778597;735.4529411531985;0.10158437923644215;732.7944503165781;735.4529411531985;541.7729016721674;497.3949182778597;541.7729016721674;497.3949182778597;497.3949182778597;541.7729016721674;0.9180874804602882;497.3949182778597;541.7729016721674;0.9180874804602882;497.3949182778597;0.7393048402058185;0.0;0.0;4.4777;51.9244;732.7944503165781;0.0;15.151468419563955;51.75614568560161;397.8631923457578;367.72647057659924;10.46921829015732;55.258666518100505;397.8631923457578;-367.72647057659924;10.124318958869278;48.647059487962075
0025;4;A_near;A;A;both small near Large_cluster1 (the larger hub);899.4882116094232;230.42884171009064;391.27293564379215;0.03379249509055171;899.4882116094232;391.27293564379215;230.42884171009064;801.963522754483;230.42884171009064;801.963522754483;230.42884171009064;801.963522754483;0.2873308263680657;230.42884171009064;801.963522754483;0.2873308263680657;230.42884171009064;0.8490103338193754;0.0;0.0;4.4777;51.9244;899.4882116094232;0.0;17.497943731461895;51.354948758555686;121.75312542200395;195.63646782189608;6.267815987918306;53.691575122294225;121.75312542200395;-195.63646782189608;6.238108251683163;50.17253825612074
0026;4;A_far;A;A;both small near Large_cluster1 (the larger hub);567.621092684567;414.27341289818287;178.32593889907002;0.009138651450484758;567.621092684567;178.32593889907002;414.27341289818287;976.2657628760074;414.27341289818287;976.2657628760074;414.27341289818287;976.2657628760074;0.4243449157509772;414.27341289818287;976.2657628760074;0.4243449157509772;414.27341289818287;0.21522735148694866;0.0;0.0;4.4777;51.9244;567.621092684567;0.0;12.731987605685726;51.70505736594646;-404.56448869525065;89.16296944953501;-1.526627545709942;52.52555549760598;-404.56448869525065;-89.16296944953501;-1.2822861713962286;50.92899181044391
0027;4;B_near;B;B;both small near Large_cluster2 (the smaller hub);899.4882116094232;230.42884171009064;391.27293564379215;0.03379249584781974;899.4882116094232;391.27293564379215;801.963522754483;230.4288417100906;801.963522754483;230.4288417100906;230.4288417100906;801.963522754483;0.2873308263680656;230.4288417100906;801.963522754483;0.2873308263680656;230.4288417100906;0.8490103338193755;0.0;0.0;4.4777;51.9244;899.4882116094232;0.0;17.562226871978453;51.634051765998905;777.7350861874193;195.63646782189608;16.107807535671206;53.50816065942482;777.7350861874193;-195.63646782189608;15.53056222876397;50.007229563537194
0028;4;B_far;B;B;both small near Large_cluster2 (the smaller hub);567.621092684567;414.27341289818287;178.32593889907002;0.00913865124152835;567.621092684567;178.32593889907002;976.2657628760074;414.2734128981829;976.2657628760074;414.2734128981829;414.2734128981829;976.2657628760074;0.42434491575097727;414.2734128981829;976.2657628760074;0.42434491575097727;414.2734128981829;0.21522735148694863;0.0;0.0;4.4777;51.9244;567.621092684567;0.0;12.642125005367694;51.30381199703751;972.1855813798177;89.16296944953501;18.60280059841985;51.2999866825208;972.1855813798177;-89.16296944953501;17.9689823636001;49.74769957557375
0029;4;D_near;D;D;one small cluster per hub;1255.0671028904617;336.12204380333424;761.9929475709796;0.05708945640458296;1255.0671028904617;761.9929475709796;336.12204380333424;1034.0842854726125;1034.0842854726125;336.12204380333424;336.12204380333424;1034.0842854726125;0.3250431792895052;336.12204380333424;1034.0842854726125;0.3250431792895052;336.12204380333424;1.133506358209614;0.0;0.0;4.4777;51.9244;1255.0671028904617;0.0;22.554315505617634;50.92318515760257;246.53707765974104;228.46771690881263;8.117887889714225;54.00622028757987;1008.5300252307206;228.46771690881263;19.65086974329711;53.36555842435144
0030;4;D_far;D;D;one small cluster per hub;1374.2051094770432;490.6331028789282;860.6058103963733;0.19655069278348947;1374.2051094770432;860.6058103963733;490.6331028789282;1193.0506039279862;1193.0506039279862;490.6331028789282;490.6331028789282;1193.0506039279862;0.41124249152850123;490.6331028789282;1193.0506039279862;0.41124249152850123;490.6331028789282;0.8770360227902743;0.0;0.0;4.4777;51.9244;1374.2051094770432;0.0;24.22953044784024;50.7480973927261;256.79964954033494;418.06073917143436;8.279703881079163;55.724465876319954;1117.4054599367082;418.06073917143436;21.82631060309716;54.914784553263985
0031;4;C_near;C;C2;both small midway between the hubs;415.0704097934067;215.84880128502846;143.4030176140368;0.0039140080991160175;415.0704097934067;143.4030176140368;223.30322883567896;215.84880128502846;223.30322883567896;215.84880128502846;215.84880128502846;223.30322883567896;0.9666174663504935;215.84880128502846;223.30322883567896;0.9666174663504935;215.84880128502846;0.33218395645541027;0.0;0.0;4.4777;51.9244;415.0704097934067;0.0;10.521099449181232;51.80372244675628;211.47866474714812;71.7015088070184;7.596056570651794;52.546086572093266;211.47866474714812;-71.7015088070184;7.526748609913546;51.25712911227089
0032;4;C_far;C;C1;both small midway between the hubs;848.5046218149364;423.1705464422703;169.73590636625886;0.012068321196693432;848.5046218149364;169.73590636625886;423.1705464422703;442.1529754956219;423.1705464422703;442.1529754956219;423.1705464422703;442.1529754956219;0.9570681865658064;423.1705464422703;442.1529754956219;0.9570681865658064;423.1705464422703;0.20055259964721406;0.0;0.0;4.4777;51.9244;848.5046218149364;0.0;16.770901966316533;51.422597546811225;414.5729632992916;84.86795318312943;10.59847035054896;52.60140582980214;414.5729632992916;-84.86795318312943;10.44000797190202;51.07805448222592
0033;5;A_near;A;A;both small near Large_cluster1 (the larger hub);1114.9536930024624;334.6958518028259;284.60415191948414;0.04162287403414666;1114.9536930024624;284.60415191948414;334.6958518028259;824.3902989706911;334.6958518028259;824.3902989706911;334.6958518028259;824.3902989706911;0.40599198246354556;334.6958518028259;824.3902989706911;0.40599198246354556;334.6958518028259;0.4251683287774186;0.0;0.0;4.4777;51.9244;1114.9536930024624;0.0;20.52872637714973;50.974827364763385;302.93800090376084;142.30207595974207;8.989329697194417;53.163268024658485;302.93800090376084;-142.30207595974207;8.803154628863856;50.60621927766244
0034;5;A_far;A;A;both small near Large_cluster1 (the larger hub);751.4320640824735;475.5074456334114;539.0998428687453;0.09712570342014715;751.4320640824735;539.0998428687453;475.5074456334114;1174.508484429433;475.5074456334114;1174.508484429433;475.5074456334114;1174.508484429433;0.40485654376895297;475.5074456334114;1174.508484429433;0.40485654376895297;475.5074456334114;0.56686793006009;0.0;0.0;4.4777;51.9244;751.4320640824735;0.0;15.350074125350282;51.396308293060436;-391.727163606936;269.54992143437266;-1.5376931740771356;54.21504925969258;-391.727163606936;-269.54992143437266;-0.9487441412382773;49.38065988973256
0035;5;B_near;B;B;both small near Large_cluster2 (the smaller hub);1114.9536930024624;334.6958518028259;284.60415191948414;0.041622890100825316;1114.9536930024624;284.60415191948414;824.3902989706911;334.695851802826;824.3902989706911;334.695851802826;334.695851802826;824.3902989706911;0.4059919824635457;334.695851802826;824.3902989706911;0.4059919824635457;334.695851802826;0.42516832877741856;0.0;0.0;4.4777;51.9244;1114.9536930024624;0.0;20.59323218259431;51.181195249894444;812.0156920987015;142.30207595974207;16.543275557597397;52.8703308437626;812.0156920987015;-142.30207595974207;16.028545634469275;50.33073097454834
0036;5;B_far;B;B;both small near Large_cluster2 (the smaller hub);751.4320640824735;475.5074456334114;539.0998428687453;0.09712570251178931;751.4320640824735;539.0998428687453;1174.508484429433;475.50744563341146;1174.508484429433;475.50744563341146;475.50744563341146;1174.508484429433;0.404856543768953;475.50744563341146;1174.508484429433;0.404856543768953;475.50744563341146;0.5668679300600898;0.0;0.0;4.4777;51.9244;751.4320640824735;0.0;15.277943293622604;51.13558468151064;1143.1592276894096;269.54992143437266;21.74763382883483;52.67698415957062;1143.1592276894096;-269.54992143437266;19.76130406431307;47.997127499675614
0037;5;D_near;D;D;one small cluster per hub;770.0947185978293;279.2213838547468;292.8549830801785;0.01040769991544721;770.0947185978293;292.8549830801785;279.2213838547468;550.8998611243808;550.8998611243808;279.2213838547468;279.2213838547468;550.8998611243808;0.5068459870090708;279.2213838547468;550.8998611243808;0.5068459870090708;279.2213838547468;0.5244136015609105;0.0;0.0;4.4777;51.9244;770.0947185978293;0.0;15.651409872616247;51.52900218447468;238.61986775882542;145.00048245616472;8.017996261520851;53.21975145115911;531.4748508390039;145.00048245616472;12.401625586706187;53.064403589240044
0038;5;D_far;D;D;one small cluster per hub;571.119062975049;446.53730019927025;315.3993153013289;0.052691386620153935;571.119062975049;315.3993153013289;446.53730019927025;616.0569144869005;616.0569144869005;446.53730019927025;446.53730019927025;616.0569144869005;0.7248312448066276;446.53730019927025;616.0569144869005;0.7248312448066276;446.53730019927025;0.35316121985843046;0.0;0.0;4.4777;51.9244;571.119062975049;0.0;12.805563296506453;51.87656072718289;127.85987383686006;427.84040614658574;6.183779895899516;55.81214616593275;443.25918913818896;427.84040614658574;11.229867633776173;55.78314258090659
0039;5;C_near;C;C2;both small midway between the hubs;471.0137859918177;315.04226848483086;445.1367578469217;0.025225083025816275;471.0137859918177;445.1367578469217;333.2613869715165;315.04226848483086;333.2613869715165;315.04226848483086;315.04226848483086;333.2613869715165;0.9453308447994822;315.04226848483086;333.2613869715165;0.9453308447994822;315.04226848483086;0.7064714839500256;0.0;0.0;4.4777;51.9244;471.0137859918177;0.0;11.34066858438556;51.8324899202141;248.04529576180562;222.56837892346084;8.17794711933666;53.92687365120919;248.04529576180562;-222.56837892346084;8.020221857608375;49.92462654480523
0040;5;C_far;C;C1;both small midway between the hubs;529.3401598930359;443.2992123067379;740.937702357769;0.07029581118206352;529.3401598930359;740.937702357769;443.2992123067379;467.95447138931706;443.2992123067379;467.95447138931706;443.2992123067379;467.95447138931706;0.9473126968754465;443.2992123067379;467.95447138931706;0.9473126968754465;443.2992123067379;0.8357083452756985;0.0;0.0;4.4777;51.9244;529.3401598930359;0.0;12.182738179572047;51.761044276401954;243.44819148634437;370.4688511788845;8.203602909884323;55.24222256032261;243.44819148634437;-370.4688511788845;7.876047865223904;48.58122123875135
0041;6;A_near;A;A;both small near Large_cluster1 (the larger hub);461.478482093662;351.1877931654453;362.24046470597386;0.027761176892283856;461.478482093662;362.24046470597386;351.1877931654453;783.5776039745397;351.1877931654453;783.5776039745397;351.1877931654453;783.5776039745397;0.4481850826058784;351.1877931654453;783.5776039745397;0.4481850826058784;351.1877931654453;0.5157361271599232;0.0;0.0;4.4777;51.9244;461.478482093662;0.0;11.165788871392289;51.601824413087776;-300.87925734555984;181.12023235298693;0.01014694736370188;53.55704097547876;-300.87925734555984;-181.12023235298693;0.16092712476570067;50.30070477785134
0042;6;A_far;A;A;both small near Large_cluster1 (the larger hub);470.6184304319322;486.7436658591032;115.21511226892471;0.0031993386031672344;470.6184304319322;115.21511226892471;486.74366585910326;955.6789101963238;486.74366585910326;955.6789101963238;486.74366585910326;955.6789101963238;0.5093171573275717;486.74366585910326;955.6789101963238;0.5093171573275717;486.74366585910326;0.11835296517477005;0.0;0.0;4.4777;51.9244;470.6184304319322;0.0;11.325895009712479;51.76283441593142;-483.32263109663415;57.60755613446236;-2.631218924118098;52.19129523014327;-483.32263109663415;-57.60755613446236;-2.455693717001644;51.16087349771052
0043;6;B_near;B;B;both small near Large_cluster2 (the smaller hub);461.478482093662;351.1877931654453;362.24046470597386;0.027761177472029885;461.478482093662;362.24046470597386;783.5776039745397;351.1877931654453;783.5776039745397;351.1877931654453;351.1877931654453;783.5776039745397;0.4481850826058784;351.1877931654453;783.5776039745397;0.4481850826058784;351.1877931654453;0.5157361271599232;0.0;0.0;4.4777;51.9244;461.478482093662;0.0;11.118755810845824;51.40441038142446;762.3577394392219;181.12023235298693;15.951877570511067;52.452368298315605;762.3577394392219;-181.12023235298693;14.781634773100537;49.27941504496406
0044;6;B_far;B;B;both small near Large_cluster2 (the smaller hub);470.6184304319322;486.7436658591032;115.21511226892471;0.0031993386253361678;470.6184304319322;115.21511226892471;955.6789101963238;486.74366585910326;955.6789101963238;486.74366585910326;486.74366585910326;955.6789101963238;0.5093171573275717;486.74366585910326;955.6789101963238;0.5093171573275717;486.74366585910326;0.11835296517477005;0.0;0.0;4.4777;51.9244;470.6184304319322;0.0;11.310979746503259;51.66723089608685;953.9410615285664;57.60755613446236;18.35399994967196;51.50493984079831;953.9410615285664;-57.60755613446236;18.024707003269203;50.48972017059075
0045;6;D_near;D;D;one small cluster per hub;441.0895003005862;344.1159039735794;357.1425199508667;0.035693980322321295;441.0895003005862;357.1425199508667;344.1159039735794;525.3071206720633;525.3071206720633;344.1159039735794;344.1159039735794;525.3071206720633;0.6550756508560689;344.1159039735794;525.3071206720633;0.6550756508560689;344.1159039735794;0.5189276575521011;0.0;0.0;4.4777;51.9244;441.0895003005862;0.0;10.902918024605613;51.827665830140724;41.97349017485976;341.54645583008863;5.024963579049791;55.00172579353792;399.11601012572646;341.54645583008863;10.6181397796395;54.917503725339294
0046;6;D_far;D;D;one small cluster per hub;779.3826402164996;496.79918102920055;796.3215659372509;0.16897473778885796;779.3826402164996;796.3215659372509;496.79918102920055;931.3692236663161;931.3692236663161;496.79918102920055;496.79918102920055;931.3692236663161;0.5334073409399986;496.79918102920055;931.3692236663161;0.5334073409399986;496.79918102920055;0.8014521725735747;0.0;0.0;4.4777;51.9244;779.3826402164996;0.0;15.824622562475785;51.73502441597723;-8.469462860375643;496.72698182214856;3.910015476612357;56.37906337627679;787.8521030768752;496.72698182214856;16.818404380267843;56.163712783653565
