ghi;dni;dhi;temp_air;rh;ws10
0.0;0.0;0.0;7.26;92.35;6.0
0.0;0.0;0.0;7.63;92.4;6.14
0.0;0.0;0.0;7.97;92.4;6.21
0.0;0.0;0.0;8.23;92.4;6.55
0.0;0.0;0.0;8.46;89.1;6.69
0.0;0.0;0.0;8.57;89.1;6.62
0.0;0.0;0.0;8.5;89.1;6.28
0.0;0.0;0.0;8.37;92.4;6.07
0.0;0.0;0.0;8.33;92.4;5.93
0.0;0.0;0.0;8.4;92.4;6.0
0.0;0.0;0.0;9.27;92.45;6.9
1.0;0.0;1.0;9.49;89.15;7.24
14.0;0.0;14.0;9.71;89.15;7.24
24.0;0.0;24.0;10.01;86.0;7.72
71.0;0.0;71.0;10.23;86.0;8.21
96.0;11.55;93.0;9.67;89.15;7.45
83.0;13.35;80.0;9.28;92.45;6.14
58.0;26.06;54.0;8.9;95.85;5.79
19.0;78.32;15.0;8.28;95.8;6.34
0.0;0.0;0.0;7.65;85.85;5.79
0.0;0.0;0.0;7.41;79.7;5.03
0.0;0.0;0.0;7.09;79.65;4.28
0.0;0.0;0.0;6.7;76.65;3.93
0.0;0.0;0.0;6.07;79.5;3.86
0.0;0.0;0.0;5.65;82.5;3.66
0.0;0.0;0.0;5.05;85.6;3.79
0.0;0.0;0.0;5.11;85.6;4.14
0.0;0.0;0.0;5.09;85.6;4.21
0.0;0.0;0.0;5.18;88.85;4.21
0.0;0.0;0.0;5.35;88.85;4.55
0.0;0.0;0.0;5.58;88.9;4.62
0.0;0.0;0.0;5.66;88.9;4.48
0.0;0.0;0.0;5.53;88.9;4.48
0.0;0.0;0.0;5.61;88.9;4.76
0.0;0.0;0.0;5.85;88.9;5.1
1.0;0.0;1.0;6.43;85.75;5.24
63.0;72.37;53.0;6.79;85.75;5.38
163.0;389.48;79.0;7.16;85.8;5.79
203.0;422.92;94.0;7.56;82.7;6.55
42.0;0.0;42.0;7.83;82.7;6.55
37.0;0.0;37.0;8.2;79.7;6.69
23.0;0.0;23.0;8.04;79.7;5.79
2.0;0.0;2.0;7.91;79.7;5.1
0.0;0.0;0.0;7.9;82.7;4.9
0.0;0.0;0.0;7.96;82.7;4.9
0.0;0.0;0.0;8.03;85.85;4.69
0.0;0.0;0.0;7.73;85.85;4.0
0.0;0.0;0.0;7.47;85.85;3.38
0.0;0.0;0.0;7.38;92.35;3.17
0.0;0.0;0.0;7.04;92.35;2.97
0.0;0.0;0.0;6.68;92.35;2.9
0.0;0.0;0.0;6.71;95.8;2.69
0.0;0.0;0.0;6.45;92.35;2.69
0.0;0.0;0.0;6.06;95.8;2.76
0.0;0.0;0.0;5.96;95.8;2.69
0.0;0.0;0.0;5.55;95.75;2.62
0.0;0.0;0.0;5.25;95.75;2.62
0.0;0.0;0.0;5.07;95.75;2.83
0.0;0.0;0.0;5.42;92.3;3.03
1.0;0.0;1.0;5.31;95.75;3.17
29.0;0.0;29.0;5.58;92.3;3.31
47.0;0.0;47.0;6.36;92.3;3.17
44.0;0.0;44.0;6.99;85.8;3.59
45.0;0.0;45.0;7.46;82.7;3.72
39.0;0.0;39.0;7.64;82.7;3.86
27.0;0.0;27.0;7.8;85.85;3.93
6.0;0.0;6.0;7.72;85.85;3.79
0.0;0.0;0.0;7.31;85.8;3.59
0.0;0.0;0.0;6.85;89.0;3.52
0.0;0.0;0.0;6.39;89.0;3.52
0.0;0.0;0.0;6.05;85.7;3.45
0.0;0.0;0.0;5.88;92.3;3.52
0.0;0.0;0.0;5.44;92.3;3.45
0.0;0.0;0.0;5.23;95.75;3.52
0.0;0.0;0.0;5.13;95.75;3.45
0.0;0.0;0.0;5.22;95.75;3.38
0.0;0.0;0.0;5.17;95.75;3.31
0.0;0.0;0.0;5.08;95.75;3.24
0.0;0.0;0.0;5.18;95.75;3.38
0.0;0.0;0.0;5.36;95.75;3.52
0.0;0.0;0.0;5.27;95.75;3.72
0.0;0.0;0.0;5.28;95.75;3.93
0.0;0.0;0.0;5.55;88.9;3.93
1.0;0.0;1.0;5.48;88.9;3.93
40.0;0.0;40.0;5.42;85.65;3.93
137.0;187.64;96.0;5.7;82.5;3.45
239.0;670.09;64.0;6.14;76.55;4.21
249.0;715.66;59.0;6.41;73.8;4.28
198.0;575.28;65.0;6.85;73.8;4.28
114.0;354.9;57.0;6.96;73.9;4.07
29.0;187.89;18.0;6.58;76.65;4.14
0.0;0.0;0.0;5.84;79.4;4.41
0.0;0.0;0.0;5.62;76.5;4.83
0.0;0.0;0.0;5.38;76.5;5.38
0.0;0.0;0.0;4.85;82.35;4.97
0.0;0.0;0.0;5.1;82.4;4.76
0.0;0.0;0.0;5.59;85.65;4.76
0.0;0.0;0.0;6.35;85.7;4.76
0.0;0.0;0.0;7.06;85.8;4.83
0.0;0.0;0.0;7.64;89.05;4.76
0.0;0.0;0.0;8.09;92.4;4.34
0.0;0.0;0.0;7.66;92.4;3.72
0.0;0.0;0.0;6.79;92.35;3.38
0.0;0.0;0.0;6.07;92.3;3.45
0.0;0.0;0.0;5.69;92.3;3.31
0.0;0.0;0.0;5.32;95.75;3.1
0.0;0.0;0.0;5.18;95.75;3.1
7.0;0.0;7.0;4.89;95.75;3.1
73.0;112.9;57.0;5.18;95.75;3.24
88.0;22.72;83.0;6.05;95.8;3.31
120.0;41.82;109.0;7.19;92.35;5.03
148.0;108.34;119.0;8.16;95.8;4.76
74.0;4.28;73.0;8.98;92.45;5.31
24.0;0.0;24.0;9.04;92.45;4.83
7.0;0.0;7.0;8.81;92.4;4.83
0.0;0.0;0.0;8.16;92.4;5.03
0.0;0.0;0.0;7.63;89.05;5.31
0.0;0.0;0.0;7.34;89.0;5.79
0.0;0.0;0.0;6.65;85.75;6.28
0.0;0.0;0.0;6.53;85.75;6.41
0.0;0.0;0.0;7.0;85.8;6.55
0.0;0.0;0.0;7.7;92.4;6.62
0.0;0.0;0.0;8.52;95.85;6.83
0.0;0.0;0.0;9.31;95.85;7.03
0.0;0.0;0.0;10.07;92.5;7.1
0.0;0.0;0.0;10.69;95.9;6.97
0.0;0.0;0.0;11.06;92.55;6.69
0.0;0.0;0.0;11.27;95.9;6.41
0.0;0.0;0.0;11.35;95.9;6.21
0.0;0.0;0.0;11.36;95.9;6.07
0.0;0.0;0.0;11.23;95.9;5.93
1.0;0.0;1.0;11.13;95.9;5.66
49.0;13.97;47.0;11.06;95.9;5.24
67.0;4.51;66.0;10.99;95.9;4.69
60.0;0.0;60.0;11.11;95.9;4.76
100.0;14.82;96.0;11.07;95.9;4.14
112.0;63.52;97.0;10.94;92.55;3.79
64.0;30.14;59.0;10.85;95.9;3.86
9.0;0.0;9.0;10.62;92.5;3.59
0.0;0.0;0.0;10.24;92.5;3.31
0.0;0.0;0.0;9.94;92.5;3.03
0.0;0.0;0.0;9.69;95.85;2.76
0.0;0.0;0.0;9.68;95.85;2.55
0.0;0.0;0.0;9.48;95.85;2.28
0.0;0.0;0.0;9.3;99.4;2.07
0.0;0.0;0.0;9.29;99.4;2.28
0.0;0.0;0.0;9.43;95.85;2.48
0.0;0.0;0.0;9.59;99.4;2.55
0.0;0.0;0.0;9.79;99.4;2.76
0.0;0.0;0.0;10.04;99.4;3.45
0.0;0.0;0.0;10.35;99.4;4.62
0.0;0.0;0.0;10.62;95.9;5.72
0.0;0.0;0.0;10.75;95.9;6.0
0.0;0.0;0.0;10.73;95.9;6.07
0.0;0.0;0.0;11.43;95.9;6.69
1.0;0.0;1.0;11.53;92.55;6.9
40.0;0.0;40.0;11.68;92.55;7.17
52.0;0.0;52.0;11.98;92.6;7.59
51.0;0.0;51.0;12.23;92.6;7.59
37.0;0.0;37.0;12.53;89.4;7.52
30.0;0.0;30.0;12.53;89.4;7.1
45.0;0.0;45.0;12.5;89.4;6.55
6.0;0.0;6.0;12.43;92.6;6.0
0.0;0.0;0.0;12.23;92.6;5.86
0.0;0.0;0.0;11.89;92.55;5.72
0.0;0.0;0.0;11.62;92.55;5.52
0.0;0.0;0.0;11.85;95.9;6.62
0.0;0.0;0.0;11.78;95.9;6.28
0.0;0.0;0.0;11.68;92.55;6.48
0.0;0.0;0.0;11.22;92.55;6.0
0.0;0.0;0.0;10.47;86.05;5.1
0.0;0.0;0.0;9.81;89.15;4.48
0.0;0.0;0.0;9.28;92.45;3.66
0.0;0.0;0.0;8.64;95.85;3.79
0.0;0.0;0.0;8.02;95.8;4.07
0.0;0.0;0.0;7.5;92.4;4.14
0.0;0.0;0.0;7.25;95.8;4.07
0.0;0.0;0.0;7.07;95.8;3.59
0.0;0.0;0.0;7.11;95.8;2.9
3.0;0.0;3.0;7.22;92.35;3.38
82.0;157.14;59.0;7.65;89.05;4.55
154.0;261.46;95.0;8.05;89.05;4.97
90.0;3.71;89.0;8.27;85.85;5.03
178.0;196.43;124.0;8.44;79.75;5.38
166.0;260.85;103.0;8.44;76.85;5.45
106.0;209.79;70.0;8.22;79.7;5.1
33.0;143.02;23.0;7.78;79.7;4.14
0.0;0.0;0.0;6.9;79.65;3.24
0.0;0.0;0.0;5.84;88.9;2.28
0.0;0.0;0.0;5.12;88.85;2.21
0.0;0.0;0.0;5.02;85.6;2.0
0.0;0.0;0.0;4.53;88.85;1.93
0.0;0.0;0.0;3.96;88.8;2.28
0.0;0.0;0.0;4.38;88.85;2.62
0.0;0.0;0.0;4.59;88.85;2.83
0.0;0.0;0.0;4.81;92.25;3.24
0.0;0.0;0.0;4.95;88.85;3.59
0.0;0.0;0.0;5.05;88.85;3.72
0.0;0.0;0.0;4.91;85.6;3.86
0.0;0.0;0.0;4.92;85.6;4.0
0.0;0.0;0.0;4.85;85.55;4.07
0.0;0.0;0.0;4.69;85.55;4.34
0.0;0.0;0.0;3.95;85.5;4.76
6.0;0.0;6.0;3.97;85.5;5.17
56.0;27.0;52.0;4.35;85.5;5.59
142.0;184.42;100.0;5.0;82.4;5.03
203.0;334.71;112.0;5.67;79.4;5.45
152.0;97.28;125.0;6.36;79.5;5.86
134.0;106.4;108.0;6.83;76.65;5.72
38.0;0.0;38.0;7.05;76.7;6.34
6.0;0.0;6.0;7.17;73.9;6.48
0.0;0.0;0.0;6.87;76.65;6.34
0.0;0.0;0.0;6.77;76.65;6.48
0.0;0.0;0.0;6.84;79.55;6.62
0.0;0.0;0.0;6.66;76.65;6.76
0.0;0.0;0.0;6.52;76.65;6.83
0.0;0.0;0.0;6.54;76.65;6.9
0.0;0.0;0.0;6.64;76.65;6.9
0.0;0.0;0.0;6.54;76.65;6.9
0.0;0.0;0.0;6.16;79.5;6.69
0.0;0.0;0.0;5.72;79.4;6.55
0.0;0.0;0.0;5.37;82.4;6.41
0.0;0.0;0.0;5.15;82.4;6.41
0.0;0.0;0.0;5.03;85.6;6.41
0.0;0.0;0.0;4.91;85.6;6.48
0.0;0.0;0.0;4.84;88.85;6.55
0.0;0.0;0.0;5.34;85.6;6.97
4.0;0.0;4.0;5.79;82.5;7.17
34.0;0.0;34.0;6.46;79.55;7.52
44.0;0.0;44.0;7.22;79.65;7.52
52.0;0.0;52.0;7.85;82.7;7.93
45.0;0.0;45.0;8.94;82.85;8.21
45.0;0.0;45.0;10.02;82.95;8.21
25.0;0.0;25.0;10.17;82.95;8.62
12.0;0.0;12.0;9.88;85.95;8.21
0.0;0.0;0.0;9.21;85.95;7.17
0.0;0.0;0.0;8.76;85.9;6.48
0.0;0.0;0.0;8.54;85.9;5.93
0.0;0.0;0.0;8.12;89.05;4.41
0.0;0.0;0.0;7.68;85.85;3.86
0.0;0.0;0.0;7.07;89.0;3.45
0.0;0.0;0.0;6.52;89.0;3.31
0.0;0.0;0.0;6.1;92.3;3.38
0.0;0.0;0.0;5.76;95.75;3.66
0.0;0.0;0.0;5.71;92.3;3.86
0.0;0.0;0.0;5.74;95.75;3.93
0.0;0.0;0.0;5.87;95.75;4.07
0.0;0.0;0.0;5.76;95.75;4.07
0.0;0.0;0.0;5.44;92.3;4.0
0.0;0.0;0.0;5.21;95.75;4.0
0.0;0.0;0.0;5.03;95.75;3.79
9.0;0.0;9.0;4.77;95.75;3.79
56.0;19.72;53.0;5.07;95.75;3.93
151.0;215.24;101.0;6.13;92.3;4.34
245.0;613.72;75.0;7.04;89.0;5.86
30.0;0.0;30.0;7.81;89.05;6.28
201.0;459.25;86.0;8.05;89.05;5.93
145.0;519.57;51.0;8.04;85.85;5.86
26.0;25.17;24.0;7.67;79.7;5.52
0.0;0.0;0.0;7.47;76.8;6.14
0.0;0.0;0.0;7.78;82.7;6.83
0.0;0.0;0.0;8.17;89.05;6.97
0.0;0.0;0.0;8.6;89.1;7.79
0.0;0.0;0.0;9.18;89.1;8.07
0.0;0.0;0.0;9.81;85.95;8.55
0.0;0.0;0.0;10.32;82.95;8.97
0.0;0.0;0.0;10.46;80.05;9.45
0.0;0.0;0.0;10.4;82.95;9.38
0.0;0.0;0.0;10.14;82.95;9.31
0.0;0.0;0.0;9.93;82.95;9.31
0.0;0.0;0.0;9.65;85.95;9.38
0.0;0.0;0.0;9.44;85.95;9.38
0.0;0.0;0.0;9.29;89.1;9.1
0.0;0.0;0.0;9.26;89.1;8.0
0.0;0.0;0.0;9.69;89.15;6.69
17.0;91.39;13.0;9.58;89.15;5.52
44.0;6.48;43.0;9.59;89.15;5.1
132.0;127.8;102.0;9.81;92.45;5.38
117.0;28.6;109.0;10.14;89.2;5.86
42.0;0.0;42.0;10.52;86.05;6.41
19.0;0.0;19.0;10.57;83.0;7.86
21.0;0.0;21.0;10.39;86.0;8.76
23.0;12.08;22.0;10.58;83.0;9.03
0.0;0.0;0.0;10.88;83.0;10.34
0.0;0.0;0.0;11.38;83.05;10.55
0.0;0.0;0.0;11.76;77.3;10.69
0.0;0.0;0.0;11.81;77.3;10.34
0.0;0.0;0.0;11.75;77.3;10.28
0.0;0.0;0.0;11.8;77.3;10.28
0.0;0.0;0.0;11.83;77.3;10.21
0.0;0.0;0.0;11.73;80.15;9.79
0.0;0.0;0.0;11.58;80.15;9.59
0.0;0.0;0.0;11.37;80.1;9.52
0.0;0.0;0.0;11.0;80.1;9.31
0.0;0.0;0.0;10.51;77.15;8.97
0.0;0.0;0.0;10.17;74.3;8.69
0.0;0.0;0.0;9.99;71.6;8.48
0.0;0.0;0.0;9.97;69.0;8.28
0.0;0.0;0.0;10.77;71.7;8.76
2.0;0.0;2.0;10.7;69.1;8.69
82.0;121.38;63.0;10.74;69.1;8.62
77.0;4.21;76.0;11.02;66.65;8.55
22.0;0.0;22.0;11.29;69.15;8.41
32.0;0.0;32.0;11.28;71.75;8.34
60.0;0.0;60.0;10.84;80.05;8.21
46.0;0.0;46.0;10.12;86.0;7.72
14.0;0.0;14.0;9.71;89.15;6.62
0.0;0.0;0.0;8.64;92.4;5.31
0.0;0.0;0.0;7.85;85.85;4.07
0.0;0.0;0.0;7.54;82.7;4.55
0.0;0.0;0.0;6.72;89.0;4.55
0.0;0.0;0.0;6.55;89.0;4.83
0.0;0.0;0.0;6.48;89.0;5.17
0.0;0.0;0.0;6.44;89.0;5.1
0.0;0.0;0.0;6.32;88.95;4.9
0.0;0.0;0.0;6.14;88.95;4.55
0.0;0.0;0.0;5.87;92.3;4.14
0.0;0.0;0.0;5.55;92.3;3.86
0.0;0.0;0.0;5.14;92.25;3.79
0.0;0.0;0.0;4.77;95.75;3.72
0.0;0.0;0.0;4.36;95.75;3.59
0.0;0.0;0.0;3.98;92.2;3.59
0.0;0.0;0.0;3.62;95.7;3.45
21.0;146.3;14.0;3.39;92.15;3.45
127.0;522.24;44.0;3.98;92.2;3.66
201.0;529.16;74.0;5.12;92.25;3.66
237.0;476.29;101.0;6.71;89.0;4.62
265.0;642.87;77.0;7.87;89.05;5.1
237.0;668.63;63.0;8.53;89.1;5.66
155.0;523.25;55.0;8.8;89.1;5.72
56.0;334.12;26.0;8.8;89.1;5.38
0.0;0.0;0.0;8.59;89.1;5.24
0.0;0.0;0.0;8.57;89.1;5.66
0.0;0.0;0.0;8.76;89.1;6.07
0.0;0.0;0.0;8.94;82.85;6.34
0.0;0.0;0.0;9.07;79.85;6.62
0.0;0.0;0.0;9.23;79.85;6.69
0.0;0.0;0.0;9.32;79.85;6.48
0.0;0.0;0.0;9.24;74.15;6.21
0.0;0.0;0.0;9.02;71.4;5.93
0.0;0.0;0.0;8.76;74.05;5.59
0.0;0.0;0.0;8.51;74.05;5.24
0.0;0.0;0.0;8.46;76.85;4.9
0.0;0.0;0.0;8.42;76.85;4.48
0.0;0.0;0.0;8.46;79.75;4.28
0.0;0.0;0.0;8.74;79.75;4.28
0.0;0.0;0.0;9.51;79.9;5.17
11.0;0.0;11.0;9.52;82.9;4.9
58.0;18.58;55.0;9.51;85.95;4.83
59.0;0.0;59.0;9.81;89.15;5.1
124.0;27.72;116.0;10.14;86.0;5.72
187.0;179.21;134.0;10.0;86.0;6.34
68.0;0.0;68.0;9.92;86.0;5.86
115.0;169.5;82.0;9.85;85.95;5.93
50.0;192.71;32.0;9.43;82.9;5.79
0.0;0.0;0.0;8.59;82.75;6.14
0.0;0.0;0.0;7.9;82.7;6.83
0.0;0.0;0.0;7.46;79.7;7.17
0.0;0.0;0.0;6.82;79.55;6.69
0.0;0.0;0.0;6.37;76.55;6.0
0.0;0.0;0.0;6.07;76.55;5.1
0.0;0.0;0.0;5.73;79.4;4.62
0.0;0.0;0.0;5.4;79.4;4.76
0.0;0.0;0.0;5.28;82.4;4.83
0.0;0.0;0.0;5.2;85.6;4.62
0.0;0.0;0.0;5.02;85.6;4.55
0.0;0.0;0.0;4.67;88.85;4.41
0.0;0.0;0.0;4.62;88.85;4.14
0.0;0.0;0.0;4.5;88.85;3.79
0.0;0.0;0.0;4.31;92.2;3.59
0.0;0.0;0.0;4.41;85.55;3.59
27.0;248.1;14.0;4.5;85.55;3.66
128.0;475.43;50.0;5.2;85.6;3.79
116.0;52.91;103.0;5.91;79.5;4.41
140.0;47.98;126.0;6.33;79.5;5.66
201.0;217.29;136.0;6.55;79.55;5.17
132.0;59.86;116.0;6.7;79.55;4.97
146.0;362.97;74.0;6.64;76.65;4.9
43.0;82.39;35.0;6.26;76.55;4.48
0.0;0.0;0.0;5.65;76.5;3.86
0.0;0.0;0.0;5.13;79.35;3.38
0.0;0.0;0.0;4.88;79.35;3.24
0.0;0.0;0.0;4.61;79.3;3.31
0.0;0.0;0.0;4.4;79.3;3.17
0.0;0.0;0.0;4.22;82.3;3.1
0.0;0.0;0.0;4.3;82.3;3.24
0.0;0.0;0.0;4.14;82.3;3.45
0.0;0.0;0.0;4.25;82.3;3.59
0.0;0.0;0.0;4.13;82.3;3.86
0.0;0.0;0.0;4.43;79.3;4.41
0.0;0.0;0.0;4.66;79.3;4.62
0.0;0.0;0.0;4.92;79.35;4.69
0.0;0.0;0.0;5.12;79.35;4.55
0.0;0.0;0.0;5.09;79.35;4.55
0.0;0.0;0.0;4.44;82.35;3.79
29.0;237.03;16.0;4.39;82.35;3.79
133.0;515.58;47.0;5.11;82.4;3.93
223.0;639.22;64.0;6.03;79.5;3.86
265.0;623.57;81.0;7.08;76.7;3.1
266.0;574.93;92.0;7.84;68.6;4.07
180.0;217.76;121.0;8.05;66.05;4.34
170.0;568.96;55.0;7.86;68.6;4.21
59.0;237.91;35.0;7.39;71.15;4.14
0.0;0.0;0.0;6.36;76.55;3.86
0.0;0.0;0.0;5.63;79.4;3.38
0.0;0.0;0.0;4.87;88.85;2.9
0.0;0.0;0.0;4.59;85.55;2.9
0.0;0.0;0.0;4.46;88.85;2.69
0.0;0.0;0.0;4.13;92.2;2.48
0.0;0.0;0.0;3.81;92.15;2.34
0.0;0.0;0.0;3.44;92.15;2.14
0.0;0.0;0.0;2.81;95.7;2.0
0.0;0.0;0.0;1.93;95.65;2.21
0.0;0.0;0.0;1.38;95.65;2.28
0.0;0.0;0.0;0.98;95.65;2.14
0.0;0.0;0.0;1.3;99.35;1.79
0.0;0.0;0.0;2.99;95.7;1.1
0.0;0.0;0.0;2.91;92.15;1.17
0.0;0.0;0.0;1.17;99.35;1.72
17.0;34.84;15.0;0.99;95.65;1.72
67.0;29.47;62.0;1.4;95.65;1.52
84.0;3.97;83.0;2.88;95.7;1.38
93.0;3.35;92.0;3.98;95.75;1.59
121.0;16.33;116.0;4.86;95.75;1.86
136.0;61.89;119.0;5.24;95.75;2.14
87.0;38.84;79.0;5.3;92.25;2.41
43.0;57.29;37.0;5.06;92.25;2.34
0.0;0.0;0.0;4.29;99.4;2.14
0.0;0.0;0.0;3.67;99.4;2.07
0.0;0.0;0.0;3.31;99.4;2.14
0.0;0.0;0.0;3.35;99.4;2.14
0.0;0.0;0.0;2.93;95.7;2.0
0.0;0.0;0.0;2.47;95.7;2.0
0.0;0.0;0.0;2.19;99.4;2.0
0.0;0.0;0.0;1.99;99.4;2.21
0.0;0.0;0.0;1.77;99.4;2.41
0.0;0.0;0.0;1.5;99.4;2.76
0.0;0.0;0.0;1.39;99.4;2.97
0.0;0.0;0.0;1.21;99.35;2.9
0.0;0.0;0.0;1.12;99.35;2.62
0.0;0.0;0.0;1.08;99.35;2.48
0.0;0.0;0.0;0.97;99.35;2.34
0.0;0.0;0.0;1.37;95.65;2.41
20.0;49.93;17.0;1.05;99.35;2.55
77.0;52.14;68.0;1.0;95.65;2.83
113.0;35.28;104.0;1.36;95.65;2.62
116.0;13.25;112.0;1.88;92.1;2.28
90.0;0.0;90.0;2.63;92.15;2.07
80.0;0.0;80.0;3.22;92.15;2.21
37.0;0.0;37.0;3.53;88.75;2.41
19.0;0.0;19.0;3.49;88.75;2.41
0.0;0.0;0.0;3.11;92.15;1.72
0.0;0.0;0.0;2.93;92.15;1.93
0.0;0.0;0.0;2.79;95.7;2.28
0.0;0.0;0.0;1.71;99.4;2.48
0.0;0.0;0.0;1.41;95.65;2.14
0.0;0.0;0.0;1.44;95.65;1.86
0.0;0.0;0.0;1.56;95.65;2.07
0.0;0.0;0.0;1.63;95.65;1.86
0.0;0.0;0.0;1.88;95.65;1.66
0.0;0.0;0.0;2.14;95.65;1.72
0.0;0.0;0.0;2.33;99.4;1.79
0.0;0.0;0.0;2.39;95.7;2.0
0.0;0.0;0.0;2.5;95.7;2.14
0.0;0.0;0.0;2.64;95.7;1.93
0.0;0.0;0.0;2.83;95.7;1.79
0.0;0.0;0.0;2.93;95.7;1.79
15.0;0.0;15.0;3.04;95.7;1.86
52.0;5.69;51.0;3.33;95.7;1.79
149.0;127.67;116.0;3.65;92.15;1.66
63.0;0.0;63.0;4.04;92.2;1.79
97.0;3.19;96.0;4.47;88.85;1.86
61.0;0.0;61.0;5.12;88.85;1.79
60.0;0.0;60.0;5.86;92.3;1.79
36.0;17.75;34.0;5.98;88.95;1.72
0.0;0.0;0.0;5.62;92.3;1.45
0.0;0.0;0.0;5.32;95.75;1.38
0.0;0.0;0.0;5.08;95.75;1.45
0.0;0.0;0.0;5.38;99.4;0.76
0.0;0.0;0.0;5.45;95.75;0.76
0.0;0.0;0.0;5.39;95.75;0.97
0.0;0.0;0.0;5.34;99.4;1.03
0.0;0.0;0.0;5.35;99.4;0.97
0.0;0.0;0.0;5.25;99.4;1.03
0.0;0.0;0.0;5.13;99.4;1.1
0.0;0.0;0.0;5.1;99.4;1.24
0.0;0.0;0.0;4.99;95.75;1.38
0.0;0.0;0.0;4.84;99.4;1.45
0.0;0.0;0.0;4.66;95.75;1.45
0.0;0.0;0.0;4.53;95.75;1.38
0.0;0.0;0.0;4.59;95.75;1.31
11.0;0.0;11.0;4.61;95.75;1.24
47.0;0.0;47.0;4.73;92.25;1.38
79.0;3.82;78.0;4.91;88.85;1.52
130.0;22.64;123.0;5.32;85.6;1.79
176.0;97.6;145.0;5.55;82.5;2.07
248.0;572.42;84.0;5.64;82.5;1.86
150.0;284.43;88.0;5.62;79.4;1.72
68.0;222.72;42.0;5.49;76.5;1.66
0.0;0.0;0.0;5.04;79.35;1.31
0.0;0.0;0.0;4.54;82.35;1.38
0.0;0.0;0.0;4.14;82.3;1.52
0.0;0.0;0.0;3.58;85.45;1.31
0.0;0.0;0.0;3.18;88.7;1.38
0.0;0.0;0.0;2.95;88.7;1.31
0.0;0.0;0.0;3.02;88.7;1.17
0.0;0.0;0.0;2.89;88.7;0.97
0.0;0.0;0.0;2.78;95.7;0.69
0.0;0.0;0.0;2.49;95.7;0.55
0.0;0.0;0.0;2.48;95.7;0.48
0.0;0.0;0.0;2.53;95.7;0.55
0.0;0.0;0.0;2.42;95.7;0.83
0.0;0.0;0.0;2.51;95.7;0.9
0.0;0.0;0.0;2.52;95.7;1.03
0.0;0.0;0.0;2.61;95.7;1.59
13.0;0.0;13.0;2.66;95.7;1.59
32.0;0.0;32.0;2.94;88.7;1.66
151.0;116.77;120.0;3.32;85.4;1.66
85.0;0.0;85.0;3.74;79.15;1.59
42.0;0.0;42.0;4.03;79.2;1.45
77.0;0.0;77.0;4.16;79.2;1.59
30.0;0.0;30.0;4.19;79.2;1.86
12.0;0.0;12.0;4.13;76.25;1.93
0.0;0.0;0.0;3.9;79.2;1.59
0.0;0.0;0.0;3.72;82.25;1.52
0.0;0.0;0.0;3.53;82.25;1.59
0.0;0.0;0.0;2.97;88.7;2.07
0.0;0.0;0.0;2.72;92.15;2.41
0.0;0.0;0.0;2.49;88.65;2.55
0.0;0.0;0.0;2.3;92.1;2.14
0.0;0.0;0.0;2.12;92.1;1.79
0.0;0.0;0.0;1.81;95.65;1.79
0.0;0.0;0.0;1.53;92.05;1.93
0.0;0.0;0.0;1.39;92.05;1.86
0.0;0.0;0.0;1.03;95.65;1.93
0.0;0.0;0.0;0.69;95.65;1.79
