topology;archetype;archetype_name;d_LL_target;d_SL_target;d_SS_target;proj_residual_km;d_LL;d_SS;S1_L1;S1_L2;S2_L1;S2_L2;S1_near;S1_far;S1_centrality;S2_near;S2_far;S2_centrality;d_SL_mean;rho_comp;Large_cluster1_x;Large_cluster1_y;Large_cluster1_lon;Large_cluster1_lat;Large_cluster2_x;Large_cluster2_y;Large_cluster2_lon;Large_cluster2_lat;Small_cluster1_x;Small_cluster1_y;Small_cluster1_lon;Small_cluster1_lat;Small_cluster2_x;Small_cluster2_y;Small_cluster2_lon;Small_cluster2_lat
0011;B;both small near Large_cluster2 (the smaller hub);583.5218446329236;270.2013246715069;426.62520818412304;0.028968171819201416;583.5218446329236;426.62520818412304;468.9897293647175;270.2013246715069;468.9897293647175;270.2013246715069;270.2013246715069;468.9897293647175;0.5761348442267921;270.2013246715069;468.9897293647175;0.5761348442267921;270.2013246715069;0.7894580248686532;0.0;0.0;4.4777;51.9244;583.5218446329236;0.0;12.967560710866977;51.726367970302526;417.6710418320312;213.31260409206152;10.768499155979548;53.75927206412361;417.6710418320312;-213.31260409206152;10.376757321760726;49.92992884990645
0012;B;both small near Large_cluster2 (the smaller hub);826.9123082049191;392.2791615128517;769.2922466434538;0.062278342210674964;826.9123082049191;769.2922466434538;842.7979867565751;392.2791615128517;842.7979867565751;392.2791615128517;392.2791615128517;842.7979867565751;0.4654486219437938;392.2791615128517;842.7979867565751;0.4654486219437938;392.2791615128517;0.9805418208765221;0.0;0.0;4.4777;51.9244;826.9123082049191;0.0;16.512416428131175;51.686332314332965;749.9038647016716;384.6461233217269;16.00763604258667;55.2008546817905;749.9038647016716;-384.6461233217269;14.890869241515922;48.31625587835753
0013;B;both small near Large_cluster2 (the smaller hub);416.8920892290771;213.737503439188;314.58613742142916;0.012276180136382209;416.8920892290771;314.58613742142916;314.35829783076844;213.737503439188;314.35829783076844;213.737503439188;213.737503439188;314.35829783076844;0.6799168493851923;213.737503439188;314.35829783076844;0.6799168493851923;213.737503439188;0.7359170299070474;0.0;0.0;4.4777;51.9244;416.8920892290771;0.0;10.552946100563322;51.85082453581736;272.1764683998683;157.29306871071458;8.523656883926538;53.3256575706623;272.1764683998683;-157.29306871071458;8.37486007933742;50.497912142404395
0014;B;both small near Large_cluster2 (the smaller hub);1012.9770802333951;423.3332749456167;825.0728139653802;0.09813627447988438;1012.9770802333951;825.0728139653802;1006.4146188590103;423.3332749456167;1006.4146188590103;423.3332749456167;423.3332749456167;1006.4146188590103;0.4206350613483308;423.3332749456167;1006.4146188590103;0.4206350613483308;423.3332749456167;0.9744955839714853;0.0;0.0;4.4777;51.9244;1012.9770802333951;0.0;19.16530830980058;51.39954619297014;917.9782666092586;412.5364069826901;18.720898087398467;55.19659591421142;917.9782666092586;-412.5364069826901;17.048423928622302;47.84839554170205
0015;B;both small near Large_cluster2 (the smaller hub);1431.8309294059873;475.39120502769947;192.11675627157092;0.0265020080926206;1431.8309294059873;192.11675627157092;971.0087570947198;475.3912050276995;971.0087570947198;475.3912050276995;475.3912050276995;971.0087570947198;0.48958487918284155;475.3912050276995;971.0087570947198;0.48958487918284155;475.3912050276995;0.20206174855546274;0.0;0.0;4.4777;51.9244;1431.8309294059873;0.0;25.02410199818004;50.61932433438069;966.2457215142301;96.05837813578546;18.70604310030908;52.29064101296854;966.2457215142301;-96.05837813578546;18.28646316560519;50.58276109311383
0016;B;both small near Large_cluster2 (the smaller hub);919.2925544455647;355.5473271757364;683.8507902808487;0.07163393456175982;919.2925544455647;683.8507902808487;890.1128351701745;355.5473271757364;890.1128351701745;355.5473271757364;355.5473271757364;890.1128351701745;0.39944073731704116;355.5473271757364;890.1128351701745;0.39944073731704116;355.5473271757364;0.9616874295089859;0.0;0.0;4.4777;51.9244;919.2925544455647;0.0;17.837461760441954;51.56764886377873;821.8198607315054;341.92539514042437;17.054735548159627;54.72996673754381;821.8198607315054;-341.92539514042437;15.905217130016206;48.62052210361662
0017;B;both small near Large_cluster2 (the smaller hub);1268.0990872904658;257.25744999945164;502.934203017503;0.04283112504606379;1268.0990872904658;502.934203017503;1239.599321732861;257.25744999945164;1239.599321732861;257.25744999945164;257.25744999945164;1239.599321732861;0.20753274504847763;257.25744999945164;1239.599321732861;0.20753274504847763;257.25744999945164;0.9774920085279845;0.0;0.0;4.4777;51.9244;1268.0990872904658;0.0;22.74081386906686;50.910223656887524;1213.824853633899;251.4671015087515;22.74737816619671;53.223414578405716;1213.824853633899;-251.4671015087515;21.295116428298634;48.793026461450445
0018;B;both small near Large_cluster2 (the smaller hub);631.8764200434089;497.00276628136635;131.12342050299048;0.005561927153848956;631.8764200434089;131.12342050299048;1126.4454888211685;497.0027662813664;1126.4454888211685;497.0027662813664;497.0027662813664;1126.4454888211685;0.44121333097217386;497.0027662813664;1126.4454888211685;0.44121333097217386;497.0027662813664;0.13191417573394154;0.0;0.0;4.4777;51.9244;631.8764200434089;0.0;13.56355517190199;51.244138971660135;1124.5359493739898;65.56171025149524;20.63897745881783;50.8085925604426;1124.5359493739898;-65.56171025149524;20.139816843299894;49.67340078920765
0019;B;both small near Large_cluster2 (the smaller hub);1377.3919087834656;167.27473065257072;308.75472417101264;0.02717325906246515;1377.3919087834656;308.75472417101264;1322.0278299540023;167.27473065257072;1322.0278299540023;167.27473065257072;167.27473065257072;1322.0278299540023;0.12652890269215494;167.27473065257072;1322.0278299540023;0.12652890269215494;167.27473065257072;0.9228970896156921;0.0;0.0;4.4777;51.9244;1377.3919087834656;0.0;24.247703958803957;50.66667283777551;1312.983325578969;154.37736208550632;23.85945480001082;52.15114845702367;1312.983325578969;-154.37736208550632;22.88454235921488;49.4433734085176
0020;B;both small near Large_cluster2 (the smaller hub);1067.6616452634335;300.60124173760414;586.7488283663988;0.05067448212673753;1067.6616452634335;586.7488283663988;1044.2036091421178;300.60124173760414;1044.2036091421178;300.60124173760414;300.60124173760414;1044.2036091421178;0.28787608001524523;300.60124173760414;1044.2036091421178;0.28787608001524523;300.60124173760414;0.9759587568147404;0.0;0.0;4.4777;51.9244;1067.6616452634335;0.0;19.9409894636523;51.31540963527814;1002.1440168199825;293.3744141831994;19.713321199449986;54.014818060335095;1002.1440168199825;-293.3744141831994;18.390625765890768;48.80223802006647
0021;C;both small midway, equidistant from the two hubs;421.1240137927234;485.0967798382044;733.9244910515845;0.0017095105250177767;421.1240137927234;733.9244910515845;210.60192945685245;210.60192945685245;759.5916302195562;759.5916302195562;210.60192945685245;210.60192945685245;1.0;759.5916302195562;759.5916302195562;1.0;485.0967798382043;1.7424448411854387;0.0;0.0;4.4777;51.9244;421.1240137927234;0.0;10.612416024566233;51.83060065035617;210.5620068963617;4.100480792001724;7.549696129714311;51.95306059677012;210.5620068963617;-729.8240102595828;7.317150446771345;45.35449685060317
0022;C;both small midway, equidistant from the two hubs;508.9145077392459;487.95512840151787;826.6667099669576;0.07676283435034748;508.9145077392459;826.6667099669576;408.149290609842;408.149290609842;567.7609661931937;567.7609661931937;408.149290609842;408.149290609842;1.0;567.7609661931937;567.7609661931937;1.0;487.95512840151787;1.0127013925857642;0.0;0.0;4.4777;51.9244;508.9145077392459;0.0;11.880756156056218;51.73293878346244;254.45725386962295;319.1196474340737;8.395365314290306;54.75402615886362;254.45725386962295;-507.54706253288384;7.905249991763701;47.32528287877294
0023;C;both small midway, equidistant from the two hubs;740.9643905237317;397.29707688093185;254.86773187294602;0.014347452117135617;740.9643905237317;254.86773187294602;374.96570414900884;374.96570414900884;419.62844961284793;419.62844961284793;374.96570414900884;374.96570414900884;1.0;419.62844961284793;419.62844961284793;1.0;397.2970768809284;0.3398547241158665;0.0;0.0;4.4777;51.9244;740.9643905237317;0.0;15.234904498089234;51.567486489684484;370.48219526186585;57.81195621937331;9.923319868866566;52.38718260002125;370.48219526186585;-197.0557756535727;9.729112673913699;50.09829515930537
0024;C;both small midway, equidistant from the two hubs;524.3172978051007;491.0696301609278;680.8121223933995;0.0050826564790895645;524.3172978051007;680.8121223933995;262.3680913516969;262.3680913516969;719.7711689701548;719.7711689701548;262.3680913516969;262.3680913516969;1.0;719.7711689701548;719.7711689701548;1.0;491.06963016092584;1.2974369689658458;0.0;0.0;4.4777;51.9244;524.3172978051007;0.0;12.126434872713956;51.914401022801044;262.15864890255034;10.481324588127418;8.302813861167433;52.073966256159515;262.15864890255034;-670.330797805272;8.284105899135858;45.951284447602276
0025;C;both small midway, equidistant from the two hubs;852.4617373943329;482.68634900450706;432.3373435996473;0.0569950025972048;852.4617373943329;432.3373435996473;448.7722365965647;448.7722365965647;516.6004614124495;516.6004614124495;448.7722365965647;448.7722365965647;1.0;516.6004614124495;516.6004614124495;1.0;482.68634900450706;0.48168904885743635;0.0;0.0;4.4777;51.9244;852.4617373943329;0.0;16.825060528515284;51.40532298364443;426.23086869716644;140.441329064994;10.829748969690181;53.08589711655556;426.23086869716644;-291.8960145346533;10.413639136319205;49.20631970428508
0026;C;both small midway, equidistant from the two hubs;641.1239648237824;452.4240832775831;633.8676777668297;0.06634060743624559;641.1239648237824;633.8676777668297;414.65331567517455;414.65331567517455;490.1948508799899;490.1948508799899;414.65331567517455;414.65331567517455;1.0;490.1948508799899;490.1948508799899;1.0;452.4240832775822;0.7643345100650061;0.0;0.0;4.4777;51.9244;641.1239648237824;0.0;13.797631433892965;51.66242932460009;320.5619824118912;263.0159455861456;9.33554770181909;54.24826855784276;320.5619824118912;-370.8517321806841;8.92184357110635;48.55300458668739
0027;C;both small midway, equidistant from the two hubs;545.0924365781248;311.8317633867264;282.2705269791186;0.0141747629428437;545.0924365781248;282.2705269791186;283.85383062851736;283.85383062851736;339.8096961449354;339.8096961449354;283.85383062851736;283.85383062851736;1.0;339.8096961449354;339.8096961449354;1.0;311.8317633867264;0.4972110581599463;0.0;0.0;4.4777;51.9244;545.0924365781248;0.0;12.415376985588743;51.78567579225033;272.5462182890624;79.31932966694679;8.485969733625364;52.634544807523916;272.5462182890624;-202.95119731217181;8.372003586868155;50.096968134016166
0028;C;both small midway, equidistant from the two hubs;559.5911227166653;377.43280082941055;504.5984382741153;0.04012001389025954;559.5911227166653;504.5984382741153;357.03501877760266;357.03501877760266;397.83058288121845;397.83058288121845;357.03501877760266;357.03501877760266;1.0;397.83058288121845;397.83058288121845;1.0;377.43280082941055;0.7066511850878555;0.0;0.0;4.4777;51.9244;559.5911227166653;0.0;12.62288118254044;51.75440458820145;279.79556135833263;221.78468945736225;8.672535474294097;53.90311747875641;279.79556135833263;-282.8137488167531;8.42584750645578;49.36740986511057
0029;C;both small midway, equidistant from the two hubs;484.99947022646666;249.02173690497875;106.2802960164845;0.002181729720916792;484.99947022646666;106.2802960164845;244.75358043248787;244.75358043248787;253.2898933774693;253.2898933774693;244.75358043248787;244.75358043248787;1.0;253.2898933774693;253.2898933774693;1.0;249.02173690497858;0.21711693824597708;0.0;0.0;4.4777;51.9244;484.99947022646666;0.0;11.533562467868894;51.7483413762483;242.49973511323333;33.139004277949894;8.03217944329017;52.1868408003955;242.49973511323333;-73.1412917385346;7.970069400850837;51.23181050958344
0030;C;both small midway, equidistant from the two hubs;516.706039942801;270.6284236162901;132.80997928231955;0.0018333193726220998;516.706039942801;132.80997928231955;259.0741291127619;259.0741291127619;282.18271811981845;282.18271811981845;259.0741291127619;259.0741291127619;1.0;282.18271811981845;282.18271811981845;1.0;270.6284236162902;0.25631656031643757;0.0;0.0;4.4777;51.9244;516.706039942801;0.0;11.99156459222921;51.719044253236156;258.3530199714005;19.316351808588426;8.255693520562332;52.05489094338474;258.3530199714005;-113.49362747373112;8.171617087046979;50.861649173396536
0031;D;one small cluster per hub;671.0080847144127;113.58880326151848;471.24936347827315;0.0018817759749936158;671.0080847144127;471.24936347827315;113.58880326151848;573.6850608450826;573.6850608450826;113.58880326151848;113.58880326151848;573.6850608450826;0.19799853789846533;113.58880326151848;573.6850608450826;0.19799853789846533;113.58880326151848;2.0743653861433127;0.0;0.0;4.4777;51.9244;671.0080847144127;0.0;14.211629329749034;51.55394390565866;99.87936061806977;54.0974079684926;5.945597428639961;52.40698556101195;571.1287240963429;54.0974079684926;12.861253783235783;52.14361748937018
0032;D;one small cluster per hub;1099.451311584562;237.0673704892397;651.2969988398254;0.005900160763189888;1099.451311584562;651.2969988398254;237.0673704892397;878.7890974268043;878.7890974268043;237.0673704892397;237.0673704892397;878.7890974268043;0.26976594405119525;237.0673704892397;878.7890974268043;0.26976594405119525;237.0673704892397;1.3736538214764298;0.0;0.0;4.4777;51.9244;1099.451311584562;0.0;20.305148357068774;50.98451852661809;224.07715637236834;77.39745566073617;7.78011546807948;52.60357672454791;875.3741552121937;77.39745566073617;17.32432459412755;52.03553557179942
0033;D;one small cluster per hub;1203.9952378720045;311.5761820226908;583.1325459294021;0.000691583965931386;1203.9952378720045;583.1325459294021;311.5761820226908;893.9622618159085;893.9622618159085;311.5761820226908;311.5761820226908;893.9622618159085;0.3485339318348686;311.5761820226908;893.9622618159085;0.3485339318348686;311.5761820226908;0.93577843810753;0.0;0.0;4.4777;51.9244;1203.9952378720045;0.0;21.72086858520588;50.67374788909152;310.4313459713012;26.685138978150892;9.022701029274765;52.08640477310049;893.5638919007033;26.685138978150892;17.44598383466122;51.47355203574347
0034;D;one small cluster per hub;947.3868769593537;430.5326361209154;177.19556214287877;0.01207185887921014;947.3868769593537;177.19556214287877;430.5326361209154;594.3324835433644;594.3324835433644;430.5326361209154;430.5326361209154;594.3324835433644;0.7243969462246335;430.5326361209154;594.3324835433644;0.7243969462246335;430.5326361209154;0.20578644599327572;0.0;0.0;4.4777;51.9244;947.3868769593537;0.0;18.17059581457777;51.259736360602155;385.09565740823746;192.5089229374627;10.265587270921612;53.576529262661516;562.2912195511162;192.5089229374627;12.936410625990698;53.44654699237781
0035;D;one small cluster per hub;756.4202391542494;217.8771372884512;867.7423790097237;0.0367706721134482;756.4202391542494;867.7423790097237;217.87713728845117;838.9567001984209;838.9567001984209;217.87713728845117;217.87713728845117;838.9567001984209;0.25970009803476296;217.87713728845117;838.9567001984209;0.25970009803476296;217.87713728845117;1.9913571240402914;0.0;0.0;4.4777;51.9244;756.4202391542494;0.0;15.44909873954827;51.51798897486986;-55.66106992773712;210.64731720938238;3.5765416760049322;53.80673899496356;812.0813090819865;210.64731720938238;16.708676113220285;53.320537359450995
0036;D;one small cluster per hub;584.9115247838199;341.9017042964697;244.32401852682233;0.026132617980977102;584.9115247838199;244.32401852682233;341.9017042964697;509.71041741234257;509.71041741234257;341.9017042964697;341.9017042964697;509.71041741234257;0.6707763714781604;341.9017042964697;509.71041741234257;0.6707763714781604;341.9017042964697;0.35730155108405687;0.0;0.0;4.4777;51.9244;584.9115247838199;0.0;12.986313490113469;51.72038535104837;170.2937531284988;296.4739668946339;7.025687002816366;54.5952335431086;414.6177716553211;296.4739668946339;10.81091263837472;54.5043970970164
0037;D;one small cluster per hub;580.0199527293444;144.23857666552067;374.1028668358922;0.005311349088970019;580.0199527293444;374.1028668358922;144.23857666552067;487.6391023457427;487.6391023457427;144.23857666552067;144.23857666552067;487.6391023457427;0.29578960335968624;144.23857666552067;487.6391023457427;0.29578960335968624;144.23857666552067;1.2968197395049557;0.0;0.0;4.4777;51.9244;580.0199527293444;0.0;12.9151572276692;51.72089920396286;102.95854294672608;101.01636220327103;5.981359150693543;52.84112348950281;477.0614097826183;101.01636220327103;11.539590937324867;52.706992614213156
0038;D;one small cluster per hub;999.9342150986195;408.30081328749657;369.14561400189996;0.04015022238684196;999.9342150986195;369.14561400189996;408.30081328749657;732.0047021196783;732.0047021196783;408.30081328749657;408.30081328749657;732.0047021196783;0.5577844132765446;408.30081328749657;732.0047021196783;0.5577844132765446;408.30081328749657;0.45205103931788365;0.0;0.0;4.4777;51.9244;999.9342150986195;0.0;18.980870424953824;51.42630027394435;315.39430054835975;259.2990345389702;9.15223205622988;54.294620987266576;684.5399145502597;259.2990345389702;14.818237958798164;54.099544928159034
0039;D;one small cluster per hub;411.0967298038304;484.50341932475567;975.3263643011451;0.08721490911426599;411.0967298038304;975.3263643011451;484.50341932475567;797.3061157378891;797.3061157378891;484.50341932475567;484.50341932475567;797.3061157378891;0.6076755336014933;484.50341932475567;797.3061157378891;0.6076755336014933;484.50341932475567;1.0065216522727962;0.0;0.0;4.4777;51.9244;411.0967298038304;0.0;10.461497221043842;51.8010251861289;-282.11481724865735;393.89693223752926;-0.04379835624697249;55.3615608023712;693.2115470524877;393.89693223752926;15.347320457716199;55.045006553321734
0040;D;one small cluster per hub;1311.4674422889948;282.1069184690714;762.199183460325;0.004865188272560772;1311.4674422889948;762.199183460325;282.1069184690714;1038.8376808219791;1038.8376808219791;282.1069184690714;282.1069184690714;1038.8376808219791;0.2715601519631581;282.1069184690714;1038.8376808219791;0.2715601519631581;282.1069184690714;1.350904805165011;0.0;0.0;4.4777;51.9244;1311.4674422889948;0.0;23.23615469284674;50.53808694836821;274.6341294143349;64.5012279646337;8.521926123665587;52.46562931423933;1036.83331287466;64.5012279646337;19.6002672827341;51.64421680371875
